bin_id,zone,aisle,rack,bin,x_coord,y_coord
BIN_001468,C,4,6,8,46,8
BIN_001469,C,4,6,9,46,9
BIN_001470,C,4,7,0,47,0
BIN_001471,C,4,7,1,47,1
BIN_001472,C,4,7,2,47,2
BIN_001473,C,4,7,3,47,3
BIN_001474,C,4,7,4,47,4
BIN_001475,C,4,7,5,47,5
BIN_001476,C,4,7,6,47,6
BIN_001477,C,4,7,7,47,7
BIN_001478,C,4,7,8,47,8
BIN_001479,C,4,7,9,47,9
BIN_001480,C,4,8,0,48,0
BIN_001481,C,4,8,1,48,1
BIN_001482,C,4,8,2,48,2
BIN_001483,C,4,8,3,48,3
BIN_001484,C,4,8,4,48,4
BIN_001485,C,4,8,5,48,5
BIN_001486,C,4,8,6,48,6
BIN_001487,C,4,8,7,48,7
BIN_001488,C,4,8,8,48,8
BIN_001489,C,4,8,9,48,9
BIN_001490,C,4,9,0,49,0
BIN_001491,C,4,9,1,49,1
BIN_001492,C,4,9,2,49,2
BIN_001493,C,4,9,3,49,3
BIN_001494,C,4,9,4,49,4
BIN_001495,C,4,9,5,49,5
BIN_001496,C,4,9,6,49,6
BIN_001497,C,4,9,7,49,7
BIN_001498,C,4,9,8,49,8
BIN_001499,C,4,9,9,49,9
