sku_1,sku_2,co_pick_frequency
SKU_00906,SKU_00968,1
SKU_00172,SKU_00643,1
SKU_00172,SKU_00690,2
SKU_00172,SKU_00788,1
SKU_00172,SKU_00943,3
SKU_00242,SKU_00643,1
SKU_00242,SKU_00690,1
SKU_00242,SKU_00788,1
SKU_00242,SKU_00943,1
SKU_00643,SKU_00690,1
SKU_00643,SKU_00788,2
SKU_00643,SKU_00943,1
SKU_00690,SKU_00788,1
SKU_00788,SKU_00943,1
SKU_00076,SKU_00089,1
SKU_00076,SKU_00172,1
SKU_00076,SKU_00962,2
SKU_00089,SKU_00526,2
SKU_00089,SKU_00632,1
SKU_00089,SKU_00800,2
SKU_00089,SKU_00962,2
SKU_00172,SKU_00526,1
SKU_00172,SKU_00632,1
SKU_00172,SKU_00800,1
SKU_00172,SKU_00962,1
SKU_00378,SKU_00800,2
SKU_00526,SKU_00632,2
SKU_00526,SKU_00962,1
SKU_00632,SKU_00800,1
SKU_00632,SKU_00962,1
SKU_00800,SKU_00962,1
SKU_00036,SKU_00122,2
SKU_00036,SKU_00137,2
SKU_00036,SKU_00240,1
SKU_00036,SKU_00364,2
SKU_00036,SKU_00558,1
SKU_00036,SKU_00845,2
SKU_00063,SKU_00137,1
SKU_00063,SKU_00240,1
SKU_00063,SKU_00364,1
SKU_00063,SKU_00558,1
SKU_00063,SKU_00845,1
SKU_00122,SKU_00240,1
SKU_00122,SKU_00364,1
SKU_00122,SKU_00558,1
SKU_00137,SKU_00240,2
SKU_00137,SKU_00845,1
SKU_00240,SKU_00364,3
SKU_00240,SKU_00558,2
SKU_00364,SKU_00558,1
SKU_00364,SKU_00845,1
SKU_00189,SKU_00418,1
SKU_00122,SKU_00454,1
SKU_00003,SKU_00097,1
SKU_00003,SKU_00098,1
SKU_00003,SKU_00225,1
SKU_00003,SKU_00409,1
SKU_00003,SKU_00817,1
SKU_00097,SKU_00098,2
SKU_00097,SKU_00409,1
SKU_00097,SKU_00817,1
SKU_00098,SKU_00225,3
SKU_00098,SKU_00409,1
SKU_00098,SKU_00817,1
SKU_00225,SKU_00409,1
SKU_00225,SKU_00817,1
SKU_00409,SKU_00817,1
SKU_00122,SKU_00199,1
SKU_00122,SKU_00351,1
SKU_00122,SKU_00382,2
SKU_00122,SKU_00780,1
SKU_00199,SKU_00351,1
SKU_00199,SKU_00382,2
SKU_00199,SKU_00557,1
SKU_00351,SKU_00382,2
SKU_00351,SKU_00557,1
SKU_00351,SKU_00780,2
SKU_00382,SKU_00557,1
SKU_00382,SKU_00780,1
SKU_00557,SKU_00780,1
SKU_00465,SKU_00722,1
SKU_00138,SKU_00247,2
SKU_00138,SKU_00402,1
SKU_00138,SKU_00441,1
SKU_00138,SKU_00865,1
SKU_00138,SKU_00894,1
SKU_00247,SKU_00402,1
SKU_00247,SKU_00441,1
SKU_00247,SKU_00894,1
SKU_00402,SKU_00441,3
SKU_00402,SKU_00865,1
SKU_00402,SKU_00894,1
SKU_00441,SKU_00894,3
SKU_00865,SKU_00894,1
SKU_00052,SKU_00308,1
SKU_00301,SKU_00308,1
SKU_00301,SKU_00346,1
SKU_00301,SKU_00872,2
SKU_00308,SKU_00872,2
SKU_00163,SKU_00195,1
SKU_00311,SKU_00765,1
SKU_00510,SKU_00887,1
SKU_00278,SKU_00646,2
SKU_00278,SKU_00732,2
SKU_00278,SKU_00791,2
SKU_00278,SKU_00834,1
SKU_00646,SKU_00791,1
SKU_00646,SKU_00834,2
SKU_00732,SKU_00834,3
SKU_00386,SKU_00545,3
SKU_00545,SKU_00972,1
SKU_00050,SKU_00259,1
SKU_00050,SKU_00376,2
SKU_00050,SKU_00412,2
SKU_00050,SKU_00413,1
SKU_00259,SKU_00353,1
SKU_00259,SKU_00376,2
SKU_00259,SKU_00412,1
SKU_00259,SKU_00413,1
SKU_00353,SKU_00376,3
SKU_00353,SKU_00412,2
SKU_00353,SKU_00413,1
SKU_00376,SKU_00413,1
SKU_00412,SKU_00413,1
SKU_00031,SKU_00300,1
SKU_00031,SKU_00506,1
SKU_00031,SKU_00545,2
SKU_00031,SKU_00960,1
SKU_00231,SKU_00960,1
SKU_00300,SKU_00506,1
SKU_00300,SKU_00545,1
SKU_00300,SKU_00960,1
SKU_00506,SKU_00545,1
SKU_00506,SKU_00960,1
SKU_00545,SKU_00960,2
SKU_00642,SKU_00687,2
SKU_00108,SKU_00425,1
SKU_00108,SKU_00498,1
SKU_00108,SKU_00581,1
SKU_00108,SKU_00628,1
SKU_00108,SKU_00898,2
SKU_00425,SKU_00498,1
SKU_00425,SKU_00557,1
SKU_00425,SKU_00628,1
SKU_00425,SKU_00898,3
SKU_00498,SKU_00581,1
SKU_00498,SKU_00628,1
SKU_00498,SKU_00898,2
SKU_00557,SKU_00898,3
SKU_00581,SKU_00628,2
SKU_00581,SKU_00898,1
SKU_00072,SKU_00195,1
SKU_00072,SKU_00267,1
SKU_00072,SKU_00392,2
SKU_00072,SKU_00665,1
SKU_00072,SKU_00870,2
SKU_00195,SKU_00267,1
SKU_00195,SKU_00392,1
SKU_00195,SKU_00665,2
SKU_00267,SKU_00392,2
SKU_00392,SKU_00665,1
SKU_00300,SKU_00451,1
SKU_00300,SKU_00936,1
SKU_00300,SKU_00957,3
SKU_00451,SKU_00957,1
SKU_00936,SKU_00957,1
SKU_00147,SKU_00195,1
SKU_00015,SKU_00059,1
SKU_00015,SKU_00115,1
SKU_00015,SKU_00359,1
SKU_00015,SKU_00459,1
SKU_00015,SKU_00647,1
SKU_00015,SKU_00718,1
SKU_00015,SKU_00887,1
SKU_00059,SKU_00115,1
SKU_00059,SKU_00359,1
SKU_00059,SKU_00459,1
SKU_00059,SKU_00647,1
SKU_00059,SKU_00718,1
SKU_00059,SKU_00887,1
SKU_00115,SKU_00459,1
SKU_00115,SKU_00647,1
SKU_00115,SKU_00887,1
SKU_00359,SKU_00459,1
SKU_00359,SKU_00718,1
SKU_00359,SKU_00887,1
SKU_00459,SKU_00647,1
SKU_00459,SKU_00718,1
SKU_00459,SKU_00887,2
SKU_00647,SKU_00718,3
SKU_00647,SKU_00887,1
SKU_00187,SKU_00426,1
SKU_00187,SKU_00504,1
SKU_00187,SKU_00539,1
SKU_00187,SKU_00563,1
SKU_00187,SKU_00810,2
SKU_00187,SKU_00914,1
SKU_00426,SKU_00504,1
SKU_00426,SKU_00539,1
SKU_00426,SKU_00563,1
SKU_00426,SKU_00810,1
SKU_00426,SKU_00914,1
SKU_00504,SKU_00539,1
SKU_00504,SKU_00810,1
SKU_00504,SKU_00914,1
SKU_00539,SKU_00563,1
SKU_00539,SKU_00914,1
SKU_00563,SKU_00810,1
SKU_00563,SKU_00914,3
SKU_00810,SKU_00914,1
SKU_00304,SKU_00611,2
SKU_00098,SKU_00407,3
SKU_00098,SKU_00776,1
SKU_00098,SKU_00844,1
SKU_00407,SKU_00715,1
SKU_00407,SKU_00844,1
SKU_00776,SKU_00844,2
SKU_00036,SKU_00302,2
SKU_00036,SKU_00384,2
SKU_00036,SKU_00653,1
SKU_00036,SKU_00857,1
SKU_00092,SKU_00137,1
SKU_00092,SKU_00384,1
SKU_00092,SKU_00857,1
SKU_00098,SKU_00137,1
SKU_00098,SKU_00302,3
SKU_00098,SKU_00384,1
SKU_00098,SKU_00653,1
SKU_00137,SKU_00302,4
SKU_00137,SKU_00384,2
SKU_00137,SKU_00653,1
SKU_00137,SKU_00857,1
SKU_00302,SKU_00384,1
SKU_00302,SKU_00653,1
SKU_00302,SKU_00857,1
SKU_00384,SKU_00653,1
SKU_00384,SKU_00857,2
SKU_00653,SKU_00857,1
SKU_00186,SKU_00554,1
SKU_00186,SKU_00793,1
SKU_00554,SKU_00793,2
SKU_00272,SKU_00568,1
SKU_00272,SKU_00596,1
SKU_00568,SKU_00596,3
SKU_00198,SKU_00364,1
SKU_00380,SKU_00485,1
SKU_00380,SKU_00855,2
SKU_00380,SKU_00907,2
SKU_00380,SKU_00909,1
SKU_00485,SKU_00608,1
SKU_00485,SKU_00769,2
SKU_00485,SKU_00855,1
SKU_00485,SKU_00889,1
SKU_00485,SKU_00907,1
SKU_00485,SKU_00909,1
SKU_00608,SKU_00769,1
SKU_00608,SKU_00855,1
SKU_00608,SKU_00889,1
SKU_00608,SKU_00909,1
SKU_00769,SKU_00889,1
SKU_00769,SKU_00907,2
SKU_00855,SKU_00907,1
SKU_00855,SKU_00909,2
SKU_00889,SKU_00907,1
SKU_00889,SKU_00909,2
SKU_00907,SKU_00909,1
SKU_00144,SKU_00177,1
SKU_00144,SKU_00237,2
SKU_00144,SKU_00633,1
SKU_00144,SKU_00643,1
SKU_00177,SKU_00237,3
SKU_00177,SKU_00633,2
SKU_00177,SKU_00643,2
SKU_00177,SKU_00905,1
SKU_00237,SKU_00643,1
SKU_00237,SKU_00905,1
SKU_00361,SKU_00633,2
SKU_00361,SKU_00643,1
SKU_00633,SKU_00643,1
SKU_00633,SKU_00905,1
SKU_00643,SKU_00905,1
SKU_00041,SKU_00226,1
SKU_00041,SKU_00433,1
SKU_00041,SKU_00652,1
SKU_00041,SKU_00912,1
SKU_00226,SKU_00433,1
SKU_00226,SKU_00912,1
SKU_00433,SKU_00652,2
SKU_00338,SKU_00399,1
SKU_00338,SKU_00625,1
SKU_00338,SKU_00716,2
SKU_00338,SKU_00924,2
SKU_00399,SKU_00625,1
SKU_00399,SKU_00641,1
SKU_00625,SKU_00641,1
SKU_00625,SKU_00716,1
SKU_00625,SKU_00924,1
SKU_00641,SKU_00716,1
SKU_00716,SKU_00924,1
SKU_00114,SKU_00633,2
SKU_00114,SKU_00644,1
SKU_00114,SKU_00680,1
SKU_00633,SKU_00644,2
SKU_00633,SKU_00680,2
SKU_00644,SKU_00680,2
SKU_00087,SKU_00222,1
SKU_00087,SKU_00278,1
SKU_00087,SKU_00468,1
SKU_00087,SKU_00475,3
SKU_00087,SKU_00606,2
SKU_00222,SKU_00278,1
SKU_00222,SKU_00468,1
SKU_00222,SKU_00475,2
SKU_00222,SKU_00606,1
SKU_00278,SKU_00475,2
SKU_00278,SKU_00606,2
SKU_00468,SKU_00606,1
SKU_00475,SKU_00606,1
SKU_00871,SKU_00880,1
SKU_00544,SKU_00633,1
SKU_00303,SKU_00453,2
SKU_00303,SKU_00854,1
SKU_00303,SKU_00883,2
SKU_00453,SKU_00882,1
SKU_00810,SKU_00854,1
SKU_00854,SKU_00882,3
SKU_00854,SKU_00883,1
SKU_00882,SKU_00883,1
SKU_00229,SKU_00353,2
SKU_00229,SKU_00362,1
SKU_00229,SKU_00376,1
SKU_00353,SKU_00362,2
SKU_00362,SKU_00975,1
SKU_00111,SKU_00353,1
SKU_00111,SKU_00569,1
SKU_00111,SKU_00679,1
SKU_00111,SKU_00841,2
SKU_00353,SKU_00679,2
SKU_00353,SKU_00841,1
SKU_00569,SKU_00841,2
SKU_00679,SKU_00841,2
SKU_00125,SKU_00261,1
SKU_00125,SKU_00311,2
SKU_00125,SKU_00410,2
SKU_00125,SKU_00515,1
SKU_00125,SKU_00746,1
SKU_00125,SKU_00760,1
SKU_00155,SKU_00261,1
SKU_00155,SKU_00311,1
SKU_00155,SKU_00410,3
SKU_00155,SKU_00746,1
SKU_00155,SKU_00760,2
SKU_00261,SKU_00311,1
SKU_00261,SKU_00410,1
SKU_00261,SKU_00515,1
SKU_00261,SKU_00746,1
SKU_00261,SKU_00760,1
SKU_00311,SKU_00410,1
SKU_00311,SKU_00746,1
SKU_00311,SKU_00760,1
SKU_00410,SKU_00515,2
SKU_00410,SKU_00746,1
SKU_00410,SKU_00760,1
SKU_00515,SKU_00746,1
SKU_00515,SKU_00760,1
SKU_00746,SKU_00760,1
SKU_00131,SKU_00147,1
SKU_00131,SKU_00154,1
SKU_00131,SKU_00228,2
SKU_00131,SKU_00957,1
SKU_00147,SKU_00154,1
SKU_00147,SKU_00228,1
SKU_00147,SKU_00957,1
SKU_00154,SKU_00228,1
SKU_00154,SKU_00957,2
SKU_00228,SKU_00957,2
SKU_00012,SKU_00571,1
SKU_00012,SKU_00634,1
SKU_00571,SKU_00634,2
SKU_00139,SKU_00473,2
SKU_00139,SKU_00719,1
SKU_00139,SKU_00772,1
SKU_00473,SKU_00719,1
SKU_00473,SKU_00772,2
SKU_00719,SKU_00772,1
SKU_00063,SKU_00254,1
SKU_00063,SKU_00730,2
SKU_00254,SKU_00477,1
SKU_00254,SKU_00819,1
SKU_00477,SKU_00819,1
SKU_00730,SKU_00819,1
SKU_00204,SKU_00432,3
SKU_00204,SKU_00506,1
SKU_00432,SKU_00506,1
SKU_00277,SKU_00612,1
SKU_00277,SKU_00675,2
SKU_00277,SKU_00903,2
SKU_00612,SKU_00675,1
SKU_00612,SKU_00903,1
SKU_00675,SKU_00888,1
SKU_00675,SKU_00903,1
SKU_00888,SKU_00903,3
SKU_00129,SKU_00450,1
SKU_00129,SKU_00775,1
SKU_00129,SKU_00871,3
SKU_00450,SKU_00497,1
SKU_00450,SKU_00648,1
SKU_00450,SKU_00775,1
SKU_00497,SKU_00648,1
SKU_00497,SKU_00775,1
SKU_00497,SKU_00871,1
SKU_00648,SKU_00775,1
SKU_00648,SKU_00871,1
SKU_00775,SKU_00871,1
SKU_00203,SKU_00513,1
SKU_00203,SKU_00708,2
SKU_00203,SKU_00743,1
SKU_00203,SKU_00860,2
SKU_00203,SKU_00915,1
SKU_00513,SKU_00708,2
SKU_00513,SKU_00915,1
SKU_00708,SKU_00743,1
SKU_00708,SKU_00915,1
SKU_00743,SKU_00860,1
SKU_00743,SKU_00915,2
SKU_00860,SKU_00915,1
SKU_00106,SKU_00516,2
SKU_00106,SKU_00678,1
SKU_00106,SKU_00791,1
SKU_00106,SKU_00839,1
SKU_00254,SKU_00261,2
SKU_00254,SKU_00516,1
SKU_00254,SKU_00678,1
SKU_00254,SKU_00791,1
SKU_00261,SKU_00516,2
SKU_00261,SKU_00839,1
SKU_00516,SKU_00678,1
SKU_00516,SKU_00791,1
SKU_00516,SKU_00839,1
SKU_00678,SKU_00791,2
SKU_00678,SKU_00839,2
SKU_00791,SKU_00839,2
SKU_00340,SKU_00399,1
SKU_00340,SKU_00824,1
SKU_00399,SKU_00824,1
SKU_00305,SKU_00507,1
SKU_00305,SKU_00828,2
SKU_00507,SKU_00828,1
SKU_00066,SKU_00343,1
SKU_00066,SKU_00400,1
SKU_00066,SKU_00528,4
SKU_00066,SKU_00624,1
SKU_00066,SKU_00989,1
SKU_00343,SKU_00624,3
SKU_00343,SKU_00971,2
SKU_00343,SKU_00989,1
SKU_00400,SKU_00528,2
SKU_00400,SKU_00971,1
SKU_00400,SKU_00989,1
SKU_00528,SKU_00624,1
SKU_00528,SKU_00971,1
SKU_00624,SKU_00971,1
SKU_00624,SKU_00989,1
SKU_00971,SKU_00989,2
SKU_00331,SKU_00376,1
SKU_00331,SKU_00982,1
SKU_00376,SKU_00982,1
SKU_00156,SKU_00346,1
SKU_00156,SKU_00593,2
SKU_00156,SKU_00954,1
SKU_00156,SKU_00966,2
SKU_00346,SKU_00954,1
SKU_00346,SKU_00966,1
SKU_00593,SKU_00954,1
SKU_00593,SKU_00966,1
SKU_00025,SKU_00320,2
SKU_00025,SKU_00543,2
SKU_00025,SKU_00640,1
SKU_00025,SKU_00710,1
SKU_00025,SKU_00932,2
SKU_00025,SKU_00961,2
SKU_00320,SKU_00543,1
SKU_00320,SKU_00640,1
SKU_00320,SKU_00710,2
SKU_00320,SKU_00932,2
SKU_00543,SKU_00640,1
SKU_00543,SKU_00710,1
SKU_00543,SKU_00932,1
SKU_00543,SKU_00961,1
SKU_00640,SKU_00710,1
SKU_00640,SKU_00961,1
SKU_00710,SKU_00932,2
SKU_00710,SKU_00961,1
SKU_00932,SKU_00961,2
SKU_00034,SKU_00260,1
SKU_00034,SKU_00298,1
SKU_00034,SKU_00308,2
SKU_00034,SKU_00340,1
SKU_00034,SKU_00763,1
SKU_00034,SKU_00841,1
SKU_00034,SKU_00974,1
SKU_00260,SKU_00298,2
SKU_00260,SKU_00308,2
SKU_00260,SKU_00340,1
SKU_00260,SKU_00763,2
SKU_00260,SKU_00841,1
SKU_00260,SKU_00974,1
SKU_00298,SKU_00308,1
SKU_00298,SKU_00340,2
SKU_00298,SKU_00763,2
SKU_00298,SKU_00841,1
SKU_00298,SKU_00974,2
SKU_00308,SKU_00340,1
SKU_00308,SKU_00763,2
SKU_00308,SKU_00974,1
SKU_00340,SKU_00763,1
SKU_00340,SKU_00841,1
SKU_00763,SKU_00841,1
SKU_00763,SKU_00974,1
SKU_00043,SKU_00245,1
SKU_00043,SKU_00278,2
SKU_00043,SKU_00438,1
SKU_00043,SKU_00605,2
SKU_00043,SKU_00617,1
SKU_00043,SKU_00720,1
SKU_00043,SKU_00973,2
SKU_00245,SKU_00278,1
SKU_00245,SKU_00438,1
SKU_00245,SKU_00605,1
SKU_00245,SKU_00973,1
SKU_00278,SKU_00438,2
SKU_00278,SKU_00605,1
SKU_00278,SKU_00617,1
SKU_00278,SKU_00720,1
SKU_00278,SKU_00973,1
SKU_00438,SKU_00605,1
SKU_00438,SKU_00617,1
SKU_00438,SKU_00973,1
SKU_00605,SKU_00617,1
SKU_00605,SKU_00720,1
SKU_00617,SKU_00720,1
SKU_00617,SKU_00973,1
SKU_00720,SKU_00973,1
SKU_00002,SKU_00253,1
SKU_00002,SKU_00298,1
SKU_00002,SKU_00416,1
SKU_00002,SKU_00427,1
SKU_00002,SKU_00591,1
SKU_00142,SKU_00253,1
SKU_00142,SKU_00298,1
SKU_00142,SKU_00416,1
SKU_00253,SKU_00298,1
SKU_00253,SKU_00427,1
SKU_00253,SKU_00591,1
SKU_00298,SKU_00427,1
SKU_00416,SKU_00427,1
SKU_00416,SKU_00591,1
SKU_00427,SKU_00591,1
SKU_00439,SKU_00580,3
SKU_00439,SKU_00593,1
SKU_00580,SKU_00593,2
SKU_00009,SKU_00813,1
SKU_00220,SKU_00639,1
SKU_00220,SKU_00905,1
SKU_00497,SKU_00730,1
SKU_00639,SKU_00730,2
SKU_00639,SKU_00905,1
SKU_00730,SKU_00905,2
SKU_00134,SKU_00516,1
SKU_00469,SKU_00516,1
SKU_00516,SKU_00866,1
SKU_00334,SKU_00644,3
SKU_00334,SKU_00730,1
SKU_00476,SKU_00644,1
SKU_00476,SKU_00730,1
SKU_00644,SKU_00730,1
SKU_00103,SKU_00691,2
SKU_00103,SKU_00755,1
SKU_00103,SKU_00802,1
SKU_00455,SKU_00673,2
SKU_00455,SKU_00691,1
SKU_00455,SKU_00755,1
SKU_00455,SKU_00802,2
SKU_00673,SKU_00691,1
SKU_00673,SKU_00755,1
SKU_00673,SKU_00802,1
SKU_00673,SKU_00990,1
SKU_00691,SKU_00755,1
SKU_00755,SKU_00802,1
SKU_00802,SKU_00990,1
SKU_00065,SKU_00182,3
SKU_00065,SKU_00219,1
SKU_00065,SKU_00294,1
SKU_00065,SKU_00801,2
SKU_00065,SKU_00966,1
SKU_00182,SKU_00294,2
SKU_00182,SKU_00558,1
SKU_00182,SKU_00801,2
SKU_00182,SKU_00966,1
SKU_00219,SKU_00294,2
SKU_00219,SKU_00558,1
SKU_00219,SKU_00801,1
SKU_00219,SKU_00966,2
SKU_00294,SKU_00558,2
SKU_00294,SKU_00801,2
SKU_00294,SKU_00966,1
SKU_00558,SKU_00801,3
SKU_00558,SKU_00966,1
SKU_00801,SKU_00966,1
SKU_00177,SKU_00422,2
SKU_00177,SKU_00486,1
SKU_00177,SKU_00542,1
SKU_00422,SKU_00486,3
SKU_00422,SKU_00542,1
SKU_00202,SKU_00314,3
SKU_00202,SKU_00652,1
SKU_00202,SKU_00959,1
SKU_00202,SKU_00966,1
SKU_00314,SKU_00568,1
SKU_00314,SKU_00573,1
SKU_00314,SKU_00652,1
SKU_00314,SKU_00684,1
SKU_00314,SKU_00966,1
SKU_00568,SKU_00684,1
SKU_00568,SKU_00959,1
SKU_00568,SKU_00966,1
SKU_00573,SKU_00652,1
SKU_00573,SKU_00684,3
SKU_00573,SKU_00959,1
SKU_00573,SKU_00966,1
SKU_00652,SKU_00684,2
SKU_00652,SKU_00966,2
SKU_00684,SKU_00959,2
SKU_00959,SKU_00966,1
SKU_00030,SKU_00056,2
SKU_00030,SKU_00118,1
SKU_00030,SKU_00253,1
SKU_00030,SKU_00710,1
SKU_00030,SKU_00733,1
SKU_00030,SKU_00957,1
SKU_00056,SKU_00118,1
SKU_00056,SKU_00253,1
SKU_00056,SKU_00733,1
SKU_00056,SKU_00957,1
SKU_00118,SKU_00253,2
SKU_00118,SKU_00461,1
SKU_00118,SKU_00710,2
SKU_00118,SKU_00733,3
SKU_00118,SKU_00957,1
SKU_00253,SKU_00461,3
SKU_00253,SKU_00710,1
SKU_00253,SKU_00733,1
SKU_00253,SKU_00957,1
SKU_00461,SKU_00710,1
SKU_00461,SKU_00733,1
SKU_00461,SKU_00957,1
SKU_00710,SKU_00733,1
SKU_00710,SKU_00957,1
SKU_00733,SKU_00957,2
SKU_00063,SKU_00390,2
SKU_00063,SKU_00701,1
SKU_00063,SKU_00716,1
SKU_00390,SKU_00701,1
SKU_00390,SKU_00705,2
SKU_00390,SKU_00716,1
SKU_00701,SKU_00716,1
SKU_00705,SKU_00716,1
SKU_00049,SKU_00316,3
SKU_00049,SKU_00384,1
SKU_00049,SKU_00582,1
SKU_00153,SKU_00316,1
SKU_00153,SKU_00417,2
SKU_00153,SKU_00582,2
SKU_00316,SKU_00417,1
SKU_00316,SKU_00582,1
SKU_00316,SKU_00611,1
SKU_00316,SKU_00849,1
SKU_00384,SKU_00582,1
SKU_00384,SKU_00611,1
SKU_00384,SKU_00849,1
SKU_00417,SKU_00582,1
SKU_00417,SKU_00611,2
SKU_00417,SKU_00849,1
SKU_00582,SKU_00611,4
SKU_00582,SKU_00849,1
SKU_00392,SKU_00638,1
SKU_00045,SKU_00256,1
SKU_00045,SKU_00313,2
SKU_00045,SKU_00378,1
SKU_00045,SKU_00771,1
SKU_00256,SKU_00313,4
SKU_00256,SKU_00378,1
SKU_00256,SKU_00384,2
SKU_00256,SKU_00685,1
SKU_00256,SKU_00704,1
SKU_00256,SKU_00771,1
SKU_00313,SKU_00378,1
SKU_00313,SKU_00384,2
SKU_00313,SKU_00685,2
SKU_00313,SKU_00704,2
SKU_00313,SKU_00771,1
SKU_00378,SKU_00685,1
SKU_00378,SKU_00704,1
SKU_00378,SKU_00771,1
SKU_00384,SKU_00704,1
SKU_00384,SKU_00771,1
SKU_00685,SKU_00704,2
SKU_00685,SKU_00771,1
SKU_00704,SKU_00771,2
SKU_00061,SKU_00156,1
SKU_00061,SKU_00941,1
SKU_00156,SKU_00941,2
SKU_00093,SKU_00112,2
SKU_00093,SKU_00710,1
SKU_00112,SKU_00710,1
SKU_00283,SKU_00329,1
SKU_00283,SKU_00489,1
SKU_00283,SKU_00971,1
SKU_00329,SKU_00489,2
SKU_00329,SKU_00582,2
SKU_00329,SKU_00915,2
SKU_00489,SKU_00582,2
SKU_00489,SKU_00971,1
SKU_00489,SKU_00982,2
SKU_00582,SKU_00915,1
SKU_00582,SKU_00971,3
SKU_00915,SKU_00971,1
SKU_00915,SKU_00982,1
SKU_00971,SKU_00982,1
SKU_00002,SKU_00737,1
SKU_00002,SKU_00907,1
SKU_00210,SKU_00490,1
SKU_00210,SKU_00854,1
SKU_00210,SKU_00907,2
SKU_00233,SKU_00490,1
SKU_00233,SKU_00854,1
SKU_00233,SKU_00907,1
SKU_00490,SKU_00854,2
SKU_00490,SKU_00907,3
SKU_00737,SKU_00854,1
SKU_00854,SKU_00907,1
SKU_00043,SKU_00228,1
SKU_00043,SKU_00585,1
SKU_00043,SKU_00590,2
SKU_00043,SKU_00697,1
SKU_00228,SKU_00469,2
SKU_00228,SKU_00585,1
SKU_00228,SKU_00590,1
SKU_00228,SKU_00887,1
SKU_00469,SKU_00585,1
SKU_00469,SKU_00590,1
SKU_00469,SKU_00697,2
SKU_00585,SKU_00590,1
SKU_00585,SKU_00697,2
SKU_00585,SKU_00887,2
SKU_00590,SKU_00697,1
SKU_00697,SKU_00887,1
SKU_00043,SKU_00154,1
SKU_00043,SKU_00403,2
SKU_00043,SKU_00415,1
SKU_00043,SKU_00596,2
SKU_00043,SKU_00674,2
SKU_00043,SKU_00781,1
SKU_00043,SKU_00981,1
SKU_00154,SKU_00403,2
SKU_00154,SKU_00596,1
SKU_00154,SKU_00674,2
SKU_00154,SKU_00781,1
SKU_00154,SKU_00981,2
SKU_00403,SKU_00415,1
SKU_00403,SKU_00781,2
SKU_00403,SKU_00981,2
SKU_00415,SKU_00596,2
SKU_00415,SKU_00781,1
SKU_00415,SKU_00981,2
SKU_00596,SKU_00781,1
SKU_00596,SKU_00981,1
SKU_00674,SKU_00781,1
SKU_00674,SKU_00981,2
SKU_00781,SKU_00981,1
SKU_00544,SKU_00715,1
SKU_00067,SKU_00106,1
SKU_00067,SKU_00134,1
SKU_00067,SKU_00731,1
SKU_00067,SKU_00995,1
SKU_00106,SKU_00611,1
SKU_00106,SKU_00838,1
SKU_00134,SKU_00471,1
SKU_00134,SKU_00838,2
SKU_00134,SKU_00995,1
SKU_00471,SKU_00838,1
SKU_00471,SKU_00995,2
SKU_00611,SKU_00731,3
SKU_00611,SKU_00838,1
SKU_00611,SKU_00995,1
SKU_00731,SKU_00995,1
SKU_00838,SKU_00995,1
SKU_00604,SKU_00737,1
SKU_00604,SKU_00908,1
SKU_00684,SKU_00737,1
SKU_00684,SKU_00970,1
SKU_00737,SKU_00908,1
SKU_00737,SKU_00970,1
SKU_00908,SKU_00970,1
SKU_00188,SKU_00370,1
SKU_00188,SKU_00816,1
SKU_00188,SKU_00989,1
SKU_00188,SKU_00999,2
SKU_00370,SKU_00999,1
SKU_00489,SKU_00816,1
SKU_00489,SKU_00989,2
SKU_00489,SKU_00998,1
SKU_00489,SKU_00999,2
SKU_00816,SKU_00989,2
SKU_00816,SKU_00998,1
SKU_00989,SKU_00998,1
SKU_00989,SKU_00999,1
SKU_00998,SKU_00999,1
SKU_00448,SKU_00801,1
SKU_00053,SKU_00443,1
SKU_00053,SKU_00705,1
SKU_00053,SKU_00749,2
SKU_00053,SKU_00997,1
SKU_00443,SKU_00682,1
SKU_00443,SKU_00705,1
SKU_00682,SKU_00705,2
SKU_00705,SKU_00997,1
SKU_00749,SKU_00997,3
SKU_00011,SKU_00058,1
SKU_00011,SKU_00733,1
SKU_00058,SKU_00641,1
SKU_00058,SKU_00733,1
SKU_00641,SKU_00733,1
SKU_00060,SKU_00131,1
SKU_00131,SKU_00934,1
SKU_00250,SKU_00294,1
SKU_00250,SKU_00350,3
SKU_00250,SKU_00466,1
SKU_00294,SKU_00350,2
SKU_00294,SKU_00360,1
SKU_00350,SKU_00466,2
SKU_00360,SKU_00466,1
SKU_00130,SKU_00504,1
SKU_00130,SKU_00793,1
SKU_00130,SKU_00830,1
SKU_00130,SKU_00836,1
SKU_00130,SKU_00855,1
SKU_00130,SKU_00973,1
SKU_00246,SKU_00504,2
SKU_00246,SKU_00793,1
SKU_00246,SKU_00830,2
SKU_00246,SKU_00836,2
SKU_00246,SKU_00855,2
SKU_00246,SKU_00973,1
SKU_00504,SKU_00793,1
SKU_00504,SKU_00830,1
SKU_00504,SKU_00836,1
SKU_00504,SKU_00855,1
SKU_00504,SKU_00973,2
SKU_00793,SKU_00836,1
SKU_00793,SKU_00855,1
SKU_00793,SKU_00973,1
SKU_00830,SKU_00836,2
SKU_00830,SKU_00855,1
SKU_00830,SKU_00973,2
SKU_00836,SKU_00973,2
SKU_00855,SKU_00973,1
SKU_00008,SKU_00121,3
SKU_00008,SKU_00611,1
SKU_00008,SKU_00801,1
SKU_00008,SKU_00887,1
SKU_00121,SKU_00611,1
SKU_00121,SKU_00776,2
