sku_id,unit_cost,annual_demand,weight_kg_x,volume_cu_m_x,pick_frequency_x,avg_daily_demand,demand_std,pick_frequency_y,volume_cu_m_y,weight_kg_y,abc_class,abc_priority
SKU_00455,0.00811068638111764,0.05625565336839943,9.46,0.011,130,72.15616438356165,19.99437411465136,130,0.011,9.46,B,0.07809727621999978
SKU_00050,1.6407314778738507,-0.8436145838344026,11.66,0.148,134,36.92328767123288,11.147099861191233,134,0.148,11.66,B,0.07809727621999978
SKU_00091,0.7633248701200366,-0.512031963821631,9.77,0.129,141,49.78082191780822,14.754256766411126,141,0.129,9.77,B,0.07809727621999978
SKU_00344,-0.3140706964629098,0.46895235299238636,11.2,0.17,134,86.78356164383561,24.810263593673024,134,0.17,11.2,B,0.07809727621999978
SKU_00018,-0.19962334969174306,0.29533608440162834,4.7,0.157,121,80.98630136986301,22.466515469171227,121,0.157,4.7,B,0.07809727621999978
SKU_00765,0.2726189047495241,-0.20064053158460546,25.08,0.002,134,61.03013698630137,18.040908070054915,134,0.002,25.08,B,0.07809727621999978
SKU_00651,0.1603844371908512,-0.11365773303511101,0.99,0.071,149,65.5068493150685,19.613941055464405,149,0.071,0.99,B,0.07809727621999978
SKU_00261,1.7108520879197495,-0.8730979099290906,0.97,0.051,128,35.74794520547945,9.945291414316149,128,0.051,0.97,B,0.07809727621999978
SKU_00051,0.9751389022409329,-0.6266815802230128,16.98,0.045,144,44.87671232876713,13.465406639782929,144,0.045,16.98,B,0.07809727621999978
SKU_00506,1.4399818418154238,-0.8005773116203555,1.03,0.043,136,38.21369863013699,10.972159011355302,136,0.043,1.03,B,0.07809727621999978
SKU_00062,1.1586695719271423,-0.7103108250934906,8.04,0.059,135,42.20821917808219,12.275027734628337,135,0.059,8.04,B,0.07809727621999978
SKU_00375,-0.5863239920750446,0.9520038141740768,5.57,0.188,127,107.5041095890411,31.28437642561546,127,0.188,5.57,B,0.07809727621999978
SKU_00144,-0.7031225230094859,1.2596224985222086,29.13,0.191,133,119.0109589041096,34.91433614696797,133,0.191,29.13,B,0.07809727621999978
SKU_00624,0.43816993083422073,-0.3595850028296656,7.24,0.004,140,55.16986301369863,16.371164385370754,140,0.004,7.24,B,0.07809727621999978
SKU_00918,0.9356528387929958,-0.6307337909184912,12.54,0.132,143,44.12876712328767,13.642909435726803,143,0.132,12.54,B,0.07809727621999978
SKU_00349,0.46417126158102345,-0.3843873269140596,25.61,0.038,161,54.44109589041096,15.792088675339649,161,0.038,25.61,B,0.07809727621999978
SKU_00904,-0.23558263689476816,0.27158174584192707,20.04,0.039,135,80.73150684931507,23.080466484946303,135,0.039,20.04,B,0.07809727621999978
SKU_00611,1.0582601776602332,-0.6931238624885303,23.62,0.147,140,41.83561643835616,12.140900923617314,140,0.147,23.62,B,0.07809727621999978
SKU_00289,0.3442608692540124,-0.31654773061561853,7.15,0.09,141,56.43561643835616,15.917518943071036,141,0.09,7.15,B,0.07809727621999978
SKU_00522,1.641907069955488,-0.8859531990319879,22.92,0.185,123,35.41917808219178,10.40378018701558,123,0.185,22.92,B,0.07809727621999978
SKU_00768,-0.507213560228389,0.7089410381470156,14.27,0.081,123,97.43561643835616,28.52643544491909,123,0.081,14.27,B,0.07809727621999978
SKU_00061,-0.7493163765702952,1.331863634024359,23.5,0.122,138,123.36712328767123,35.65373789720304,138,0.122,23.5,B,0.07809727621999978
SKU_00808,-0.13489663272629787,0.1141044543314367,21.36,0.19,150,74.44383561643835,21.144070079654576,150,0.19,21.36,B,0.07809727621999978
SKU_00954,-0.24471076364630545,0.24440398790156292,27.93,0.179,119,78.86575342465754,22.900550758637305,119,0.179,27.93,B,0.07809727621999978
SKU_00538,-0.13593391985715422,0.10299580776969404,3.95,0.181,142,72.28493150684932,21.787457774434504,142,0.181,3.95,B,0.07809727621999978
SKU_00673,0.11723329254722094,-0.15983896182323618,7.78,0.07,145,63.14794520547945,18.269804169519546,145,0.07,7.78,B,0.07809727621999978
SKU_00740,-0.09437328214750404,0.05003760592188938,11.64,0.193,142,72.12328767123287,22.034903135582194,142,0.193,11.64,B,0.07809727621999978
SKU_00095,0.012121529953762842,-0.06356402495479975,2.03,0.145,142,66.45205479452055,20.159965424847712,142,0.145,2.03,B,0.07809727621999978
SKU_00394,-0.5115701661779865,0.6788987864391581,6.56,0.138,129,96.77260273972604,28.31039328951712,129,0.138,6.56,B,0.07809727621999978
SKU_00569,-0.4860529027589167,0.6239144792436142,21.93,0.025,123,94.2958904109589,26.7819873366829,123,0.025,21.93,B,0.07809727621999978
SKU_00457,-0.07390414943193581,0.013917038170814182,29.04,0.007,140,69.69589041095891,19.72121938557277,140,0.007,29.04,B,0.07809727621999978
SKU_00931,1.1798302293966147,-0.7685089545647588,8.77,0.103,130,40.26027397260274,11.454193767777264,130,0.103,8.77,B,0.07809727621999978
SKU_00280,1.368339877310935,-0.8367677450730769,20.89,0.073,124,36.61917808219178,11.157226228986888,124,0.073,20.89,B,0.07809727621999978
SKU_00361,0.5238498478429671,-0.4782169642248797,26.48,0.067,136,51.11780821917808,14.995597728228605,136,0.067,26.48,B,0.07809727621999978
SKU_00310,-0.17555828825587244,0.1116591547738204,17.62,0.097,123,74.61917808219178,22.17005118740741,123,0.097,17.62,B,0.07809727621999978
SKU_00909,-0.37845165105140294,0.385882033735078,4.65,0.041,116,84.36438356164383,23.84384507088909,116,0.041,4.65,B,0.07809727621999978
SKU_00329,-0.8301556203017113,1.486895625977233,0.31,0.025,138,127.3972602739726,37.31523704266399,138,0.025,0.31,B,0.07809727621999978
SKU_00496,0.319711740490409,-0.37970632490376555,27.17,0.157,133,55.99178082191781,16.865741281153884,133,0.157,27.17,B,0.07809727621999978
SKU_00907,-0.5081125424084648,0.5875144486859543,12.1,0.198,130,92.07397260273972,28.03858226513618,130,0.198,12.1,B,0.07809727621999978
SKU_00964,-0.6899835526853035,1.0065689271597436,28.1,0.118,133,109.26301369863012,32.05672987772007,133,0.118,28.1,B,0.07809727621999978
SKU_00088,1.3587968357070555,-0.8733075070340292,20.46,0.106,131,35.26575342465753,10.54206929634423,131,0.106,20.46,B,0.07809727621999978
SKU_00272,1.2898518177427933,-0.8525573936451136,1.68,0.083,140,36.51780821917808,10.78143681511346,140,0.083,1.68,B,0.07809727621999978
SKU_00822,-0.536603362269323,0.5987628266509893,29.09,0.129,133,92.13424657534246,27.42494362330087,133,0.129,29.09,B,0.07809727621999978
SKU_00416,-0.6744933981978467,0.9135078125670315,28.4,0.024,160,104.65753424657534,30.607412724429643,160,0.024,28.4,B,0.07809727621999978
SKU_00301,0.14067598170457762,-0.2834313880353291,29.73,0.043,147,57.14794520547945,17.223323931510347,147,0.043,29.73,B,0.07809727621999978
SKU_00432,0.4380316258834396,-0.49959586892861085,5.68,0.145,128,49.52876712328767,14.037718806843776,128,0.145,5.68,B,0.07809727621999978
SKU_00216,-0.5643335049008869,0.60057933489379,22.33,0.109,137,94.18356164383562,28.69423408452342,137,0.109,22.33,B,0.07809727621999978
SKU_00877,0.5773738637951623,-0.5917487293999226,0.27,0.071,140,46.72876712328768,13.716532491330645,140,0.071,0.27,B,0.07809727621999978
SKU_00184,-0.7952336202295426,1.1902458567875516,8.29,0.056,147,118.13424657534246,32.71490326103064,147,0.056,8.29,B,0.07809727621999978
SKU_00879,-0.9183250264245134,1.6502416364260026,24.68,0.195,128,133.42465753424656,41.01725642216488,128,0.195,24.68,B,0.07809727621999978
SKU_00140,1.616320654061028,-0.970490698023866,15.31,0.147,118,31.457534246575342,9.07880513584062,118,0.147,15.31,B,0.07809727621999978
SKU_00483,0.46998006951381965,-0.547314143152952,29.64,0.067,125,48.57534246575342,13.864649696794098,125,0.067,29.64,B,0.07809727621999978
SKU_00552,0.2110040491766481,-0.38487638682558284,29.46,0.145,151,53.49589041095891,16.401826137576826,151,0.145,29.46,B,0.07809727621999978
SKU_00108,-0.8949514897425469,1.5058292311233479,18.46,0.19,122,127.16986301369865,35.78689475938984,122,0.19,18.46,B,0.07809727621999978
SKU_00537,-0.8314695173341295,1.2646528290407335,11.51,0.064,140,117.37260273972603,35.460600564329944,140,0.064,11.51,B,0.07809727621999978
SKU_00067,1.067803219264113,-0.8206986336944555,6.94,0.188,140,36.69315068493151,10.928040462160451,140,0.188,6.94,B,0.07809727621999978
SKU_00131,-0.9179101115721707,1.59267229826955,29.65,0.105,131,131.46575342465752,37.46444548633245,131,0.105,29.65,B,0.07809727621999978
SKU_00544,0.43768586350648775,-0.538371333342241,0.91,0.177,159,48.28493150684932,15.553025846312506,159,0.177,0.91,B,0.07809727621999978
SKU_00666,-0.8362410381360694,1.276390266917292,21.67,0.136,157,119.76712328767124,34.73451926024384,157,0.136,21.67,B,0.07809727621999978
SKU_00527,-0.7422628240804708,0.9487201261967063,24.24,0.016,159,104.57534246575342,30.3808779001536,159,0.016,24.24,B,0.07809727621999978
SKU_00322,0.5817304697447596,-0.6331092247744614,28.13,0.101,130,45.71780821917808,12.902629241233951,130,0.101,28.13,B,0.07809727621999978
SKU_00911,-0.7605882300589357,0.9814871402687649,0.76,0.026,109,110.8054794520548,30.82978744767708,109,0.026,0.76,B,0.07809727621999978
SKU_00873,-0.27907954391535067,0.04724297785604217,1.42,0.045,157,71.16438356164383,22.54568847127284,157,0.045,1.42,B,0.07809727621999978
SKU_00561,-0.9491670304486466,1.6536650558066655,2.14,0.109,129,133.0109589041096,40.83987615025405,129,0.109,2.14,B,0.07809727621999978
SKU_00962,-0.8383156123977823,1.2161660320982846,12.73,0.104,139,118.75068493150684,31.949578765936657,139,0.104,12.73,B,0.07809727621999978
SKU_00224,-0.7703387290889867,0.9926656525321538,4.91,0.06,129,108.61917808219178,32.66311836797579,129,0.06,4.91,B,0.07809727621999978
SKU_00327,0.41576452880772036,-0.5590515810295102,27.29,0.062,144,48.156164383561645,13.866524104552456,144,0.062,27.29,B,0.07809727621999978
SKU_00173,-0.9028348719370564,1.4338675584277822,15.67,0.032,125,126.71506849315068,37.0302952570219,125,0.032,15.67,B,0.07809727621999978
SKU_00591,0.5155515507961153,-0.6169702476941937,1.08,0.14,148,45.17808219178082,13.53743534250734,148,0.14,1.08,B,0.07809727621999978
SKU_00829,-0.13019426439974838,-0.13957790834584388,14.79,0.047,134,64.7095890410959,18.747982780745566,134,0.047,14.79,B,0.07809727621999978
SKU_00410,-0.5851483999934071,0.5237969287846379,22.65,0.135,152,88.66575342465754,26.164380089894784,152,0.135,22.65,B,0.07809727621999978
SKU_00941,0.21881827889576702,-0.4389524398997264,8.22,0.171,138,51.99452054794521,14.681227177303066,138,0.171,8.22,B,0.07809727621999978
SKU_00540,1.587622376773998,-0.9999740241185541,24.09,0.166,118,30.068493150684933,8.928791507147672,118,0.166,24.09,B,0.07809727621999978
SKU_00381,0.7067581452506624,-0.7149219614021385,16.4,0.11,125,41.24383561643835,13.169155044583851,125,0.11,16.4,B,0.07809727621999978
SKU_00155,-0.849587465886423,1.2149783151702993,26.98,0.171,148,116.76712328767124,36.42240002861765,148,0.171,26.98,B,0.07809727621999978
SKU_00210,0.20014711054035017,-0.44398277041825135,28.96,0.181,149,51.84657534246576,16.75726906557879,149,0.181,28.96,B,0.07809727621999978
SKU_00169,0.3444683266801839,-0.5393494531652875,14.28,0.081,124,48.24383561643835,13.858517695632411,124,0.081,14.28,B,0.07809727621999978
SKU_00227,-0.3326035598675457,0.056465250473337975,22.28,0.02,130,72.13150684931507,20.388916919805407,130,0.02,22.28,B,0.07809727621999978
SKU_00826,-0.49262238792100776,0.2969429955394905,22.66,0.119,122,80.88219178082191,23.491168216882865,122,0.119,22.66,B,0.07809727621999978
SKU_00638,-0.7565082340109001,0.8706801374579229,8.62,0.103,142,102.88767123287673,29.007975150106557,142,0.103,8.62,B,0.07809727621999978
SKU_00835,-0.24415754384318192,-0.060978993993891076,10.93,0.101,133,67.72602739726027,20.059978932677552,133,0.101,10.93,B,0.07809727621999978
SKU_00307,-0.5727009544231291,0.42717266340797055,29.39,0.088,148,86.21095890410959,24.636966115021167,148,0.088,29.39,B,0.07809727621999978
SKU_00141,-0.8163251252236247,1.0171186481083168,11.69,0.072,135,112.05753424657534,31.83291681270279,135,0.072,11.69,B,0.07809727621999978
SKU_00185,0.5809697925154648,-0.6915868170523143,27.86,0.125,144,42.602739726027394,12.696088051598393,144,0.125,27.86,B,0.07809727621999978
SKU_00536,1.2302423839562402,-0.9418457603489321,6.88,0.047,147,33.054794520547944,9.65630581844374,147,0.047,6.88,B,0.07809727621999978
SKU_00251,-0.3599879401221572,0.044657946895133506,15.11,0.011,149,70.88767123287671,20.924274412075437,149,0.011,15.11,B,0.07809727621999978
SKU_00550,0.102365510338278,-0.429101375967615,21.01,0.092,149,52.40821917808219,16.096734989259975,149,0.092,21.01,B,0.07809727621999978
SKU_00234,-1.0098137513660561,1.6924405202202955,22.3,0.104,137,134.46575342465752,39.17223246736767,137,0.104,22.3,B,0.07809727621999978
SKU_00426,-0.1667759238812874,-0.21328622358256408,11.22,0.126,128,60.84931506849315,18.88475112568421,128,0.126,11.22,B,0.07809727621999978
SKU_00594,1.3915751090421207,-1.0061222058634178,28.68,0.088,127,30.07397260273973,9.179378875376516,127,0.088,28.68,B,0.07809727621999978
SKU_00608,0.04503810823960889,-0.4127528017824088,20.33,0.045,134,53.79726027397261,16.1635695774253,134,0.045,20.33,B,0.07809727621999978
SKU_00328,-0.24187551215529773,-0.14481783596930742,23.43,0.097,132,63.37260273972603,18.951305880618374,132,0.097,23.43,B,0.07809727621999978
SKU_00992,-0.7466194300300681,0.7057272158712913,0.19,0.096,121,95.77260273972604,29.407992392524573,121,0.096,0.19,B,0.07809727621999978
SKU_00880,-0.8872064124988185,1.1274365910076354,24.29,0.035,114,112.6082191780822,32.82985505312155,114,0.035,24.29,B,0.07809727621999978
SKU_00007,1.2868091088256144,-0.9878872577337648,11.98,0.026,122,30.7013698630137,9.126770385999611,122,0.026,11.98,B,0.07809727621999978
SKU_00314,1.1834261581169172,-0.9598711113736466,23.5,0.004,117,32.11506849315069,9.45770909510931,117,0.004,23.5,B,0.07809727621999978
SKU_00935,-0.7460662102269447,0.6785494579309271,21.65,0.081,131,95.35616438356163,27.981827827079684,131,0.081,21.65,B,0.07809727621999978
SKU_00146,0.40836521394094405,-0.6712558978732758,23.54,0.079,134,42.73698630136986,12.428780704227094,134,0.079,23.54,B,0.07809727621999978
SKU_00041,0.016823898280312333,-0.4232326570293358,17.87,0.172,131,53.06575342465754,16.02937052895148,131,0.172,17.87,B,0.07809727621999978
SKU_00690,-0.5702114653090736,0.26375678725755486,4.25,0.172,129,78.58904109589041,24.54656687821228,129,0.172,4.25,B,0.07809727621999978
SKU_00929,-0.7954410776557138,0.7611307172767123,7.12,0.178,130,97.18082191780822,30.17076243511262,130,0.178,7.12,B,0.07809727621999978
SKU_00845,-0.2588870211013441,-0.19672805229241935,1.88,0.121,123,62.032876712328765,18.30957876069517,123,0.121,1.88,B,0.07809727621999978
SKU_00699,-0.03123707211603873,-0.41750366949434903,24.62,0.192,136,53.41917808219178,15.069332965526108,136,0.192,24.62,B,0.07809727621999978
SKU_00059,-0.5645409623270581,0.21317401926572035,5.2,0.11,140,78.44383561643835,23.270984777193604,140,0.11,5.2,B,0.07809727621999978
SKU_00733,0.11232346679450034,-0.538790527552118,1.44,0.148,153,48.49041095890411,14.25100887486665,153,0.148,1.44,B,0.07809727621999978
SKU_00635,-0.1466525535426714,-0.33583066426996433,1.58,0.11,126,56.96712328767124,16.130444006432306,126,0.11,1.58,B,0.07809727621999978
SKU_00385,1.0721598252137106,-0.9744730430176982,16.32,0.117,131,32.11506849315069,9.532357722268705,131,0.117,16.32,B,0.07809727621999978
SKU_00172,0.07477367265749517,-0.5211843707372806,27.62,0.18,119,48.85753424657534,14.408730543714752,119,0.18,27.62,B,0.07809727621999978
SKU_00800,0.7427174324536875,-0.8668798624825806,22.06,0.111,120,35.23013698630137,10.470873848777249,120,0.111,22.06,B,0.07809727621999978
SKU_00256,1.5263532835780742,-1.0900309135404804,6.59,0.084,125,26.73972602739726,8.02747239867855,125,0.084,6.59,B,0.07809727621999978
SKU_00026,-0.9946693592555513,1.350447910662243,18.23,0.19,147,123.35616438356163,35.737662077171926,147,0.19,18.23,B,0.07809727621999978
SKU_00362,-0.10951767425800885,-0.38354893849430544,11.86,0.136,170,53.75342465753425,15.960270748341944,170,0.136,11.86,B,0.07809727621999978
SKU_00702,-0.5259538810591964,0.10481231601249473,13.52,0.107,132,73.22191780821917,22.12669715708014,132,0.107,13.52,B,0.07809727621999978
SKU_00721,-1.0578055692870167,1.608601678244879,17.42,0.044,132,131.46301369863014,38.71971523701497,132,0.044,17.42,B,0.07809727621999978
SKU_00036,-0.6354914020776423,0.2734681197863739,15.23,0.153,123,81.42739726027398,23.682963577464893,123,0.153,15.23,B,0.07809727621999978
SKU_00762,-0.8275969787122652,0.7177441165544344,4.5,0.062,130,98.63287671232877,28.64191606217678,130,0.062,4.5,B,0.07809727621999978
SKU_00615,1.4740048597075166,-1.0924762130980967,14.24,0.175,119,26.81917808219178,7.765460607296532,119,0.175,14.24,B,0.07809727621999978
SKU_00652,0.3306378316020973,-0.70465170326015,20.3,0.186,121,41.84657534246576,11.804195591787288,121,0.186,20.3,B,0.07809727621999978
SKU_00402,0.051330983500138275,-0.5387206618504718,10.74,0.092,141,49.04657534246575,14.6969579175661,141,0.092,10.74,B,0.07809727621999978
SKU_00360,-0.3494767638628115,-0.1722051910146101,3.93,0.018,129,62.701369863013696,17.368220419372335,129,0.018,3.93,B,0.07809727621999978
SKU_00763,0.8683674802381043,-0.9392607293880234,14.69,0.027,137,32.78904109589041,9.997631060667798,137,0.027,14.69,B,0.07809727621999978
SKU_00713,-0.26843006270522385,-0.27190354726370936,12.18,0.156,113,59.13972602739726,17.27761954921367,113,0.156,12.18,B,0.07809727621999978
SKU_00180,-0.5106711839979107,0.03124373217906689,11.34,0.019,111,71.65479452054795,20.886697493122256,111,0.019,11.34,B,0.07809727621999978
SKU_00744,-0.8832647214015638,0.8446900964455439,25.43,0.16,128,102.3890410958904,30.40463184803,128,0.16,25.43,B,0.07809727621999978
SKU_00783,-0.49483526713350157,0.0024590631008406154,25.17,0.089,127,69.64931506849315,21.112799638975265,127,0.089,25.17,B,0.07809727621999978
SKU_00015,-1.05033710194485,1.476485636431952,24.58,0.01,154,128.81643835616438,35.79216185028795,154,0.01,24.58,B,0.07809727621999978
SKU_00658,0.5328396696437235,-0.8299209063117512,21.92,0.02,127,36.83835616438356,10.589423374304712,127,0.02,21.92,B,0.07809727621999978
SKU_00342,-1.0853282544924092,1.6360588989918279,23.64,0.063,120,133.55068493150685,39.34834261868307,120,0.063,23.64,B,0.07809727621999978
SKU_00198,1.3583819208547128,-1.0885637338059106,22.47,0.191,117,26.912328767123288,7.969584095851294,117,0.191,22.47,B,0.07809727621999978
SKU_00920,1.2946233385447332,-1.0743809963717361,5.72,0.138,135,26.794520547945204,7.648455464472663,135,0.138,5.72,B,0.07809727621999978
SKU_00269,-0.6731795011654282,0.2636170558542625,3.21,0.109,123,79.33698630136986,24.138994869510466,123,0.109,3.21,B,0.07809727621999978
SKU_00397,-0.20971961109874634,-0.3711128436012853,13.86,0.035,138,54.61095890410959,17.36808651012055,138,0.035,13.86,B,0.07809727621999978
SKU_00495,-0.4686264789605275,-0.07830568800214378,12.66,0.03,142,65.87671232876713,19.00198457353736,142,0.03,12.66,B,0.07809727621999978
SKU_00689,-1.037889656374572,1.3573646151252148,15.11,0.12,131,121.786301369863,37.3595292692055,131,0.12,15.11,B,0.07809727621999978
SKU_00293,-0.4452529422785612,-0.1161728982943735,23.02,0.161,150,64.03287671232877,18.954080244384908,150,0.161,23.02,B,0.07809727621999978
SKU_00142,0.023946603245526745,-0.5703698246961915,13.91,0.14,135,47.0986301369863,14.77844150386484,135,0.14,13.91,B,0.07809727621999978
SKU_00016,-0.6367361466346702,0.17125459827801218,9.74,0.134,132,76.23561643835616,22.27609822568056,132,0.134,9.74,B,0.07809727621999978
SKU_00893,-0.31856560736328776,-0.285317761979776,20.96,0.061,125,59.43835616438356,17.38414262691143,125,0.061,20.96,B,0.07809727621999978
SKU_00406,-0.3459499876178993,-0.25709201851471913,10.26,0.141,134,58.44657534246576,16.692945162090332,134,0.141,10.26,B,0.07809727621999978
SKU_00477,0.21771183928952031,-0.7080751226408128,29.21,0.198,149,41.62465753424657,11.973365368507704,149,0.198,29.21,B,0.07809727621999978
SKU_00643,-0.5571416474602816,0.0088867076522892,1.43,0.09,144,70.23561643835616,20.364382353601727,144,0.09,1.43,B,0.07809727621999978
SKU_00404,-0.5826589108793516,0.04605526092805711,23.84,0.111,156,71.58904109589041,22.260715172968784,156,0.111,23.84,B,0.07809727621999978
SKU_00143,-0.6482846100248724,0.1321996710577974,29.75,0.08,135,74.13424657534246,22.55959275006805,135,0.08,29.75,B,0.07809727621999978
SKU_00777,0.7941668741441695,-0.9730757289847747,23.23,0.174,147,32.1945205479452,9.637265845147374,147,0.174,23.23,B,0.07809727621999978
SKU_00796,1.5125227884999877,-1.1582198383471525,4.6,0.012,137,24.145205479452056,7.462599808743897,137,0.012,4.6,B,0.07809727621999978
SKU_00469,1.6190176006012547,-1.1795288773492374,19.72,0.177,132,23.495890410958904,6.815311590519486,132,0.177,19.72,B,0.07809727621999978
SKU_00225,-0.8430179807243319,0.5342069183299187,16.79,0.176,133,90.69589041095892,26.496902360714405,133,0.176,16.79,B,0.07809727621999978
SKU_00505,-1.1214949991216054,1.6269064920761782,7.69,0.007,147,135.94246575342467,40.6201849819679,147,0.007,7.69,B,0.07809727621999978
SKU_00105,-0.8248308796966479,0.48411321024960746,7.38,0.061,122,89.16164383561645,24.40880442697095,122,0.061,7.38,B,0.07809727621999978
SKU_00386,-0.7127347170887559,0.21359321347559743,23.77,0.042,137,77.89041095890411,22.20630147908695,137,0.042,23.77,B,0.07809727621999978
SKU_00092,0.9260406447137253,-1.0387494885321842,25.05,0.162,142,28.77260273972603,8.601067852722437,142,0.162,25.05,B,0.07809727621999978
SKU_00761,-0.6111497307402098,0.0037166457304718607,9.46,0.142,139,69.9945205479452,19.85801171401052,139,0.142,9.46,B,0.07809727621999978
SKU_00852,-0.9596782067079923,0.8314156131327697,1.02,0.08,124,102.43013698630136,28.861714083130018,124,0.08,1.02,B,0.07809727621999978
SKU_00340,0.0046530626115959895,-0.639187540817679,8.34,0.101,134,44.45753424657534,14.216206486626096,134,0.101,8.34,B,0.07809727621999978
SKU_00979,0.36486830692036154,-0.8445927036574491,28.33,0.185,129,36.45479452054794,11.190471823910205,129,0.185,28.33,B,0.07809727621999978
SKU_00585,-0.8561569510485141,0.48453240445948453,19.8,0.042,128,88.88493150684931,27.633749030913968,128,0.042,19.8,B,0.07809727621999978
SKU_00250,-0.6702750971990301,0.07714549816060734,14.16,0.177,134,72.66575342465754,20.36704553267955,134,0.177,14.16,B,0.07809727621999978
SKU_00663,-0.8661149075047364,0.4941040055850113,8.97,0.11,154,89.05205479452054,26.624681340449964,154,0.11,8.97,B,0.07809727621999978
SKU_00963,-0.34560422524094725,-0.3759335770148718,11.38,0.105,128,55.6,16.363286432044863,128,0.105,11.38,B,0.07809727621999978
SKU_00175,-1.0813174109197639,1.2686351740345658,4.78,0.191,125,120.7917808219178,35.962594094666834,125,0.191,4.78,B,0.07809727621999978
SKU_00632,0.07332147067429581,-0.7073065999227048,17.77,0.037,130,42.00547945205479,12.58902245516455,130,0.037,17.77,B,0.07809727621999978
SKU_00842,-1.0687316603987052,1.2005859806311863,24.22,0.041,130,116.83835616438355,34.72329644448667,130,0.041,24.22,B,0.07809727621999978
SKU_00881,0.62176975299582,-0.9633643964559556,26.54,0.18,143,31.56986301369863,8.874811326449944,143,0.18,26.54,B,0.07809727621999978
SKU_00819,-0.5307945543365269,-0.16158560436439068,20.45,0.176,137,62.73698630136986,18.617664916326788,137,0.176,20.45,B,0.07809727621999978
SKU_00801,-1.1560020843414316,1.6633763883354844,9.08,0.15,128,135.413698630137,42.15781872872304,128,0.15,9.08,B,0.07809727621999978
SKU_00605,-0.10087361483420472,-0.5955913429904626,13.41,0.135,129,46.1945205479452,13.69218003346964,129,0.135,13.41,B,0.07809727621999978
SKU_00064,-0.7165381032352298,0.1300338343067658,20.78,0.031,149,75.14246575342466,22.24665623601844,149,0.031,20.78,B,0.07809727621999978
SKU_00984,0.8144285494335665,-1.032950635295551,3.23,0.141,154,28.994520547945207,8.103721340436769,154,0.141,3.23,B,0.07809727621999978
SKU_00000,-0.3960855322759632,-0.34882568477615383,26.21,0.146,127,55.61643835616438,15.491782771317489,127,0.146,26.21,B,0.07809727621999978
SKU_00757,0.1478678391451828,-0.7717926425421292,6.35,0.063,131,39.61643835616438,11.464985079983274,131,0.063,6.35,B,0.07809727621999978
SKU_00912,0.4582933011728365,-0.9194887358221544,17.54,0.113,170,33.73424657534247,10.105653667028916,170,0.113,17.54,B,0.07809727621999978
SKU_00670,-1.0847058822138953,1.1765521792649003,24.9,0.143,117,116.46027397260274,35.416465484252626,117,0.143,24.9,B,0.07809727621999978
SKU_00046,-0.6111497307402098,-0.09828727867295135,0.11,0.037,113,66.17808219178082,19.49312534901332,113,0.037,0.11,B,0.07809727621999978
SKU_00033,1.5699193430740472,-1.2210291041270684,20.02,0.176,137,21.605479452054794,6.320468459020447,137,0.176,20.02,B,0.07809727621999978
SKU_00309,-0.7511143409304464,0.14575361717715637,21.04,0.063,129,76.55068493150685,22.17588980887337,129,0.063,21.04,B,0.07809727621999978
SKU_00693,-0.8484118738047857,0.36156876956220724,5.24,0.149,123,84.92876712328767,24.659446841540948,123,0.149,5.24,B,0.07809727621999978
SKU_00855,-1.025442210804294,0.9107830502028305,22.05,0.062,119,102.85753424657534,29.21362168074262,119,0.062,22.05,B,0.07809727621999978
SKU_00597,-1.0883018109341978,1.1706834603266212,2.56,0.024,136,116.72602739726028,32.17306406736487,136,0.024,2.56,B,0.07809727621999978
SKU_00698,-1.1497783615562926,1.484590057822909,29.74,0.091,155,129.71506849315068,37.325578505607474,155,0.091,29.74,B,0.07809727621999978
SKU_00124,-0.8979250461843356,0.4638521567722152,11.65,0.079,146,87.57260273972602,27.75695764808285,146,0.079,11.65,B,0.07809727621999978
SKU_00266,0.7077262799061284,-1.0324615753840278,26.24,0.082,138,29.293150684931508,8.422502707574505,138,0.082,26.24,B,0.07809727621999978
SKU_00298,0.4540058476986296,-0.9463171652542876,14.94,0.007,141,32.02465753424657,9.885161774231351,141,0.007,14.94,B,0.07809727621999978
SKU_00110,-0.6863184714896106,-0.014238839592596472,11.83,0.125,146,69.58904109589041,20.8320307686531,146,0.125,11.83,B,0.07809727621999978
SKU_00779,0.5165196854515812,-0.9725866690732514,14.39,0.075,130,31.416438356164385,9.464320124114128,130,0.075,14.39,B,0.07809727621999978
SKU_00642,-0.954353466102929,0.594780481657157,11.96,0.01,136,92.55616438356164,29.03692697419568,136,0.01,11.96,B,0.07809727621999978
SKU_00212,0.553516259785463,-0.9907517515012583,4.61,0.081,162,30.553424657534247,9.609720384946844,162,0.081,4.61,B,0.07809727621999978
SKU_00507,1.1374397619822794,-1.1554252102813052,22.2,0.057,131,24.55890410958904,7.636304188078655,131,0.057,22.2,B,0.07809727621999978
SKU_00583,-0.5528541939860749,-0.24849853721223894,23.7,0.083,155,60.08493150684932,17.398241600180818,155,0.083,23.7,B,0.07809727621999978
SKU_00075,0.8172638009245744,-1.0820662235528158,12.2,0.107,165,27.698630136986303,8.250349528904167,165,0.107,12.2,B,0.07809727621999978
SKU_00816,0.3457822237126021,-0.9218641696781245,22.4,0.182,129,33.35890410958904,9.32059983119688,129,0.182,22.4,B,0.07809727621999978
