order_id,order_priority
ORD_0013328,medium
ORD_0013329,medium
ORD_0013330,low
ORD_0013331,low
ORD_0013332,low
ORD_0013333,low
ORD_0013334,low
ORD_0013335,low
ORD_0013336,low
ORD_0013337,low
ORD_0013338,low
ORD_0013339,low
ORD_0013340,low
ORD_0013341,high
ORD_0013342,low
ORD_0013343,medium
ORD_0013344,medium
ORD_0013345,low
ORD_0013346,high
ORD_0013347,low
ORD_0013348,medium
ORD_0013349,low
ORD_0013350,high
ORD_0013351,medium
ORD_0013352,low
ORD_0013353,medium
ORD_0013354,medium
ORD_0013355,low
ORD_0013356,high
ORD_0013357,low
ORD_0013358,low
ORD_0013359,low
ORD_0013360,medium
ORD_0013361,medium
ORD_0013362,high
ORD_0013363,low
ORD_0013364,low
ORD_0013365,medium
ORD_0013366,high
ORD_0013367,medium
ORD_0013368,low
ORD_0013369,low
ORD_0013370,low
ORD_0013371,low
ORD_0013372,medium
ORD_0013373,medium
ORD_0013374,low
ORD_0013375,low
ORD_0013376,low
ORD_0013377,high
ORD_0013378,low
ORD_0013379,low
ORD_0013380,low
ORD_0013381,high
ORD_0013382,medium
ORD_0013383,medium
ORD_0013384,medium
ORD_0013385,medium
ORD_0013386,medium
ORD_0013387,medium
ORD_0013388,low
ORD_0013389,low
ORD_0013390,medium
ORD_0013391,medium
ORD_0013392,low
ORD_0013393,high
ORD_0013394,medium
ORD_0013395,high
ORD_0013396,low
ORD_0013397,medium
ORD_0013398,low
ORD_0013399,medium
ORD_0013400,high
ORD_0013401,low
ORD_0013402,high
ORD_0013403,high
ORD_0013404,medium
ORD_0013405,low
ORD_0013406,low
ORD_0013407,low
ORD_0013408,low
ORD_0013409,low
ORD_0013410,high
ORD_0013411,low
ORD_0013412,low
ORD_0013413,low
ORD_0013414,low
ORD_0013415,medium
ORD_0013416,high
ORD_0013417,low
ORD_0013418,medium
ORD_0013419,medium
ORD_0013420,low
ORD_0013421,high
ORD_0013422,low
ORD_0013423,high
ORD_0013424,low
ORD_0013425,high
ORD_0013426,medium
ORD_0013427,low
ORD_0013428,high
ORD_0013429,low
ORD_0013430,medium
ORD_0013431,medium
ORD_0013432,low
ORD_0013433,medium
ORD_0013434,low
ORD_0013435,low
ORD_0013436,medium
ORD_0013437,low
ORD_0013438,low
ORD_0013439,low
ORD_0013440,low
ORD_0013441,low
ORD_0013442,medium
ORD_0013443,low
ORD_0013444,medium
ORD_0013445,medium
ORD_0013446,high
ORD_0013447,low
ORD_0013448,medium
ORD_0013449,low
ORD_0013450,low
ORD_0013451,medium
ORD_0013452,medium
ORD_0013453,medium
ORD_0013454,low
ORD_0013455,low
ORD_0013456,low
ORD_0013457,low
ORD_0013458,low
ORD_0013459,low
ORD_0013460,low
ORD_0013461,high
ORD_0013462,low
ORD_0013463,low
ORD_0013464,low
ORD_0013465,medium
ORD_0013466,low
ORD_0013467,medium
ORD_0013468,high
ORD_0013469,medium
ORD_0013470,low
ORD_0013471,low
ORD_0013472,low
ORD_0013473,low
ORD_0013474,low
ORD_0013475,high
ORD_0013476,high
ORD_0013477,medium
ORD_0013478,low
ORD_0013479,high
ORD_0013480,medium
ORD_0013481,medium
ORD_0013482,low
ORD_0013483,high
ORD_0013484,low
ORD_0013485,medium
ORD_0013486,high
ORD_0013487,medium
ORD_0013488,medium
ORD_0013489,low
ORD_0013490,low
ORD_0013491,high
ORD_0013492,medium
ORD_0013493,low
ORD_0013494,medium
ORD_0013495,low
ORD_0013496,low
ORD_0013497,low
ORD_0013498,low
ORD_0013499,low
ORD_0013500,medium
ORD_0013501,medium
ORD_0013502,high
ORD_0013503,low
ORD_0013504,high
ORD_0013505,low
ORD_0013506,medium
ORD_0013507,low
ORD_0013508,medium
ORD_0013509,high
ORD_0013510,medium
ORD_0013511,low
ORD_0013512,low
ORD_0013513,low
ORD_0013514,medium
ORD_0013515,high
ORD_0013516,low
ORD_0013517,low
ORD_0013518,low
ORD_0013519,medium
ORD_0013520,low
ORD_0013521,medium
ORD_0013522,low
ORD_0013523,low
ORD_0013524,low
ORD_0013525,medium
ORD_0013526,high
ORD_0013527,medium
ORD_0013528,low
ORD_0013529,low
ORD_0013530,medium
ORD_0013531,low
ORD_0013532,medium
ORD_0013533,low
ORD_0013534,medium
ORD_0013535,low
ORD_0013536,low
ORD_0013537,low
ORD_0013538,high
ORD_0013539,low
ORD_0013540,low
ORD_0013541,low
ORD_0013542,low
ORD_0013543,medium
ORD_0013544,medium
ORD_0013545,medium
ORD_0013546,medium
ORD_0013547,low
ORD_0013548,low
ORD_0013549,medium
ORD_0013550,low
ORD_0013551,medium
ORD_0013552,medium
ORD_0013553,low
ORD_0013554,medium
ORD_0013555,high
ORD_0013556,low
ORD_0013557,medium
ORD_0013558,medium
ORD_0013559,medium
ORD_0013560,low
ORD_0013561,medium
ORD_0013562,low
ORD_0013563,low
ORD_0013564,medium
ORD_0013565,medium
ORD_0013566,low
ORD_0013567,high
ORD_0013568,low
ORD_0013569,high
ORD_0013570,medium
ORD_0013571,medium
ORD_0013572,medium
ORD_0013573,medium
ORD_0013574,medium
ORD_0013575,medium
ORD_0013576,low
ORD_0013577,high
ORD_0013578,low
ORD_0013579,low
ORD_0013580,low
ORD_0013581,medium
ORD_0013582,medium
ORD_0013583,low
ORD_0013584,high
ORD_0013585,medium
ORD_0013586,low
ORD_0013587,low
ORD_0013588,high
ORD_0013589,low
ORD_0013590,low
ORD_0013591,low
ORD_0013592,low
ORD_0013593,medium
ORD_0013594,low
ORD_0013595,low
ORD_0013596,high
ORD_0013597,medium
ORD_0013598,medium
ORD_0013599,medium
ORD_0013600,low
ORD_0013601,medium
ORD_0013602,low
ORD_0013603,high
ORD_0013604,medium
ORD_0013605,high
ORD_0013606,medium
ORD_0013607,medium
ORD_0013608,high
ORD_0013609,medium
ORD_0013610,medium
ORD_0013611,high
ORD_0013612,high
ORD_0013613,medium
ORD_0013614,low
ORD_0013615,medium
ORD_0013616,high
ORD_0013617,low
ORD_0013618,high
ORD_0013619,medium
ORD_0013620,medium
ORD_0013621,medium
ORD_0013622,low
ORD_0013623,low
ORD_0013624,low
ORD_0013625,high
ORD_0013626,low
ORD_0013627,low
ORD_0013628,low
ORD_0013629,medium
ORD_0013630,high
ORD_0013631,low
ORD_0013632,medium
ORD_0013633,low
ORD_0013634,low
ORD_0013635,low
ORD_0013636,low
ORD_0013637,low
ORD_0013638,low
ORD_0013639,low
ORD_0013640,high
ORD_0013641,medium
ORD_0013642,low
ORD_0013643,low
ORD_0013644,medium
ORD_0013645,medium
ORD_0013646,high
ORD_0013647,low
ORD_0013648,medium
ORD_0013649,low
ORD_0013650,medium
ORD_0013651,low
ORD_0013652,high
ORD_0013653,low
ORD_0013654,medium
ORD_0013655,low
ORD_0013656,medium
ORD_0013657,medium
ORD_0013658,medium
ORD_0013659,low
ORD_0013660,medium
ORD_0013661,medium
ORD_0013662,low
ORD_0013663,low
ORD_0013664,low
ORD_0013665,low
ORD_0013666,medium
ORD_0013667,low
ORD_0013668,medium
ORD_0013669,low
ORD_0013670,low
ORD_0013671,high
ORD_0013672,high
ORD_0013673,low
ORD_0013674,low
ORD_0013675,high
ORD_0013676,low
ORD_0013677,low
ORD_0013678,high
ORD_0013679,low
ORD_0013680,low
ORD_0013681,low
ORD_0013682,low
ORD_0013683,low
ORD_0013684,medium
ORD_0013685,medium
ORD_0013686,low
ORD_0013687,low
ORD_0013688,low
ORD_0013689,medium
ORD_0013690,medium
ORD_0013691,medium
ORD_0013692,low
ORD_0013693,high
ORD_0013694,high
ORD_0013695,low
ORD_0013696,high
ORD_0013697,medium
ORD_0013698,low
ORD_0013699,high
ORD_0013700,high
ORD_0013701,medium
ORD_0013702,medium
ORD_0013703,low
ORD_0013704,medium
ORD_0013705,medium
ORD_0013706,medium
ORD_0013707,medium
ORD_0013708,high
ORD_0013709,low
ORD_0013710,medium
ORD_0013711,medium
ORD_0013712,low
ORD_0013713,low
ORD_0013714,low
ORD_0013715,low
ORD_0013716,low
ORD_0013717,medium
ORD_0013718,low
ORD_0013719,low
ORD_0013720,high
ORD_0013721,high
ORD_0013722,low
ORD_0013723,medium
ORD_0013724,low
ORD_0013725,high
ORD_0013726,high
ORD_0013727,medium
ORD_0013728,low
ORD_0013729,medium
ORD_0013730,medium
ORD_0013731,medium
ORD_0013732,low
ORD_0013733,medium
ORD_0013734,high
ORD_0013735,high
ORD_0013736,low
ORD_0013737,low
ORD_0013738,low
ORD_0013739,high
ORD_0013740,low
ORD_0013741,high
ORD_0013742,high
ORD_0013743,low
ORD_0013744,low
ORD_0013745,low
ORD_0013746,medium
ORD_0013747,medium
ORD_0013748,low
ORD_0013749,low
ORD_0013750,low
ORD_0013751,high
ORD_0013752,high
ORD_0013753,medium
ORD_0013754,medium
ORD_0013755,low
ORD_0013756,medium
ORD_0013757,low
ORD_0013758,low
ORD_0013759,high
ORD_0013760,medium
ORD_0013761,medium
ORD_0013762,low
ORD_0013763,medium
ORD_0013764,low
ORD_0013765,low
ORD_0013766,medium
ORD_0013767,medium
ORD_0013768,high
ORD_0013769,low
ORD_0013770,medium
ORD_0013771,medium
ORD_0013772,low
ORD_0013773,low
ORD_0013774,low
ORD_0013775,high
ORD_0013776,medium
ORD_0013777,low
ORD_0013778,medium
ORD_0013779,high
ORD_0013780,high
ORD_0013781,low
ORD_0013782,high
ORD_0013783,high
ORD_0013784,low
ORD_0013785,low
ORD_0013786,low
ORD_0013787,high
ORD_0013788,high
ORD_0013789,high
ORD_0013790,low
ORD_0013791,medium
ORD_0013792,medium
ORD_0013793,low
ORD_0013794,medium
ORD_0013795,high
ORD_0013796,high
ORD_0013797,high
ORD_0013798,medium
ORD_0013799,medium
ORD_0013800,medium
ORD_0013801,low
ORD_0013802,low
ORD_0013803,high
ORD_0013804,low
ORD_0013805,high
ORD_0013806,low
ORD_0013807,low
ORD_0013808,low
ORD_0013809,low
ORD_0013810,low
ORD_0013811,low
ORD_0013812,medium
ORD_0013813,high
ORD_0013814,low
ORD_0013815,medium
ORD_0013816,high
ORD_0013817,medium
ORD_0013818,medium
ORD_0013819,low
ORD_0013820,high
ORD_0013821,low
ORD_0013822,low
ORD_0013823,medium
ORD_0013824,high
ORD_0013825,low
ORD_0013826,medium
ORD_0013827,low
ORD_0013828,low
ORD_0013829,medium
ORD_0013830,medium
ORD_0013831,low
ORD_0013832,medium
ORD_0013833,low
ORD_0013834,medium
ORD_0013835,medium
ORD_0013836,low
ORD_0013837,low
ORD_0013838,medium
ORD_0013839,medium
ORD_0013840,high
ORD_0013841,low
ORD_0013842,low
ORD_0013843,low
ORD_0013844,medium
ORD_0013845,high
ORD_0013846,low
ORD_0013847,high
ORD_0013848,medium
ORD_0013849,low
ORD_0013850,high
ORD_0013851,low
ORD_0013852,medium
ORD_0013853,medium
ORD_0013854,medium
ORD_0013855,medium
ORD_0013856,low
ORD_0013857,high
ORD_0013858,high
ORD_0013859,low
ORD_0013860,low
ORD_0013861,medium
ORD_0013862,low
ORD_0013863,medium
ORD_0013864,low
ORD_0013865,high
ORD_0013866,low
ORD_0013867,low
ORD_0013868,low
ORD_0013869,low
ORD_0013870,medium
ORD_0013871,low
ORD_0013872,medium
ORD_0013873,high
ORD_0013874,low
ORD_0013875,high
ORD_0013876,medium
ORD_0013877,high
ORD_0013878,low
ORD_0013879,low
ORD_0013880,low
ORD_0013881,high
ORD_0013882,low
ORD_0013883,low
ORD_0013884,high
ORD_0013885,medium
ORD_0013886,medium
ORD_0013887,low
ORD_0013888,medium
ORD_0013889,low
ORD_0013890,high
ORD_0013891,low
ORD_0013892,low
ORD_0013893,low
ORD_0013894,low
ORD_0013895,medium
ORD_0013896,medium
ORD_0013897,low
ORD_0013898,medium
ORD_0013899,low
ORD_0013900,medium
ORD_0013901,medium
ORD_0013902,low
ORD_0013903,medium
ORD_0013904,high
ORD_0013905,low
ORD_0013906,low
ORD_0013907,high
ORD_0013908,medium
ORD_0013909,low
ORD_0013910,medium
ORD_0013911,low
ORD_0013912,high
ORD_0013913,low
ORD_0013914,high
ORD_0013915,high
ORD_0013916,low
ORD_0013917,high
ORD_0013918,low
ORD_0013919,low
ORD_0013920,medium
ORD_0013921,low
ORD_0013922,medium
ORD_0013923,medium
ORD_0013924,low
ORD_0013925,low
ORD_0013926,low
ORD_0013927,low
ORD_0013928,high
ORD_0013929,high
ORD_0013930,high
ORD_0013931,low
ORD_0013932,high
ORD_0013933,medium
ORD_0013934,low
ORD_0013935,medium
ORD_0013936,low
ORD_0013937,low
ORD_0013938,medium
ORD_0013939,medium
ORD_0013940,low
ORD_0013941,low
ORD_0013942,low
ORD_0013943,low
ORD_0013944,low
ORD_0013945,low
ORD_0013946,low
ORD_0013947,low
ORD_0013948,low
ORD_0013949,low
ORD_0013950,medium
ORD_0013951,low
ORD_0013952,low
ORD_0013953,low
ORD_0013954,high
ORD_0013955,medium
ORD_0013956,low
ORD_0013957,low
ORD_0013958,low
ORD_0013959,low
ORD_0013960,medium
ORD_0013961,medium
ORD_0013962,low
ORD_0013963,low
ORD_0013964,high
ORD_0013965,medium
ORD_0013966,low
ORD_0013967,medium
ORD_0013968,low
ORD_0013969,low
ORD_0013970,medium
ORD_0013971,low
ORD_0013972,low
ORD_0013973,medium
ORD_0013974,medium
ORD_0013975,medium
ORD_0013976,low
ORD_0013977,high
ORD_0013978,medium
ORD_0013979,low
ORD_0013980,low
ORD_0013981,low
ORD_0013982,low
ORD_0013983,low
ORD_0013984,low
ORD_0013985,high
ORD_0013986,medium
ORD_0013987,medium
ORD_0013988,low
ORD_0013989,high
ORD_0013990,low
ORD_0013991,low
ORD_0013992,medium
ORD_0013993,low
ORD_0013994,high
ORD_0013995,low
ORD_0013996,low
ORD_0013997,high
ORD_0013998,medium
ORD_0013999,low
ORD_0014000,low
ORD_0014001,high
ORD_0014002,high
ORD_0014003,medium
ORD_0014004,medium
ORD_0014005,low
ORD_0014006,high
ORD_0014007,high
ORD_0014008,low
ORD_0014009,medium
ORD_0014010,medium
ORD_0014011,high
ORD_0014012,low
ORD_0014013,high
ORD_0014014,medium
ORD_0014015,high
ORD_0014016,low
ORD_0014017,low
ORD_0014018,low
ORD_0014019,medium
ORD_0014020,low
ORD_0014021,high
ORD_0014022,low
ORD_0014023,low
ORD_0014024,low
ORD_0014025,medium
ORD_0014026,low
ORD_0014027,low
ORD_0014028,low
ORD_0014029,low
ORD_0014030,low
ORD_0014031,medium
ORD_0014032,low
ORD_0014033,medium
ORD_0014034,low
ORD_0014035,high
ORD_0014036,low
ORD_0014037,low
ORD_0014038,low
ORD_0014039,low
ORD_0014040,low
ORD_0014041,low
ORD_0014042,medium
ORD_0014043,low
ORD_0014044,low
ORD_0014045,medium
ORD_0014046,medium
ORD_0014047,medium
ORD_0014048,low
ORD_0014049,low
ORD_0014050,medium
ORD_0014051,low
ORD_0014052,high
ORD_0014053,low
ORD_0014054,medium
ORD_0014055,high
ORD_0014056,medium
ORD_0014057,low
ORD_0014058,low
ORD_0014059,low
ORD_0014060,high
ORD_0014061,medium
ORD_0014062,medium
ORD_0014063,low
ORD_0014064,high
ORD_0014065,low
ORD_0014066,low
ORD_0014067,high
ORD_0014068,low
ORD_0014069,low
ORD_0014070,low
ORD_0014071,medium
ORD_0014072,high
ORD_0014073,medium
ORD_0014074,medium
ORD_0014075,low
ORD_0014076,high
ORD_0014077,medium
ORD_0014078,high
ORD_0014079,medium
ORD_0014080,high
ORD_0014081,medium
ORD_0014082,low
ORD_0014083,high
ORD_0014084,low
ORD_0014085,medium
ORD_0014086,low
ORD_0014087,medium
ORD_0014088,medium
ORD_0014089,medium
ORD_0014090,low
ORD_0014091,medium
ORD_0014092,medium
ORD_0014093,low
ORD_0014094,low
ORD_0014095,medium
ORD_0014096,low
ORD_0014097,low
ORD_0014098,high
ORD_0014099,medium
ORD_0014100,low
ORD_0014101,medium
ORD_0014102,medium
ORD_0014103,low
ORD_0014104,high
ORD_0014105,low
ORD_0014106,medium
ORD_0014107,low
ORD_0014108,low
ORD_0014109,medium
ORD_0014110,low
ORD_0014111,high
ORD_0014112,medium
ORD_0014113,low
ORD_0014114,medium
ORD_0014115,low
ORD_0014116,low
ORD_0014117,medium
ORD_0014118,high
ORD_0014119,low
ORD_0014120,low
ORD_0014121,medium
ORD_0014122,low
ORD_0014123,low
ORD_0014124,medium
ORD_0014125,low
ORD_0014126,low
ORD_0014127,low
ORD_0014128,low
ORD_0014129,medium
ORD_0014130,medium
ORD_0014131,low
ORD_0014132,medium
ORD_0014133,low
ORD_0014134,medium
ORD_0014135,medium
ORD_0014136,medium
ORD_0014137,high
ORD_0014138,low
ORD_0014139,medium
ORD_0014140,low
ORD_0014141,high
ORD_0014142,high
ORD_0014143,high
ORD_0014144,low
ORD_0014145,medium
ORD_0014146,high
ORD_0014147,low
ORD_0014148,low
ORD_0014149,low
ORD_0014150,medium
ORD_0014151,high
ORD_0014152,low
ORD_0014153,medium
ORD_0014154,low
ORD_0014155,high
ORD_0014156,low
ORD_0014157,medium
ORD_0014158,high
ORD_0014159,low
ORD_0014160,low
ORD_0014161,low
ORD_0014162,medium
ORD_0014163,medium
ORD_0014164,high
ORD_0014165,medium
ORD_0014166,medium
ORD_0014167,medium
ORD_0014168,medium
ORD_0014169,high
ORD_0014170,low
ORD_0014171,medium
ORD_0014172,low
ORD_0014173,medium
ORD_0014174,high
ORD_0014175,high
ORD_0014176,low
ORD_0014177,high
ORD_0014178,low
ORD_0014179,low
ORD_0014180,high
ORD_0014181,high
ORD_0014182,medium
ORD_0014183,medium
ORD_0014184,medium
ORD_0014185,high
ORD_0014186,low
ORD_0014187,medium
ORD_0014188,high
ORD_0014189,high
ORD_0014190,low
ORD_0014191,high
ORD_0014192,medium
ORD_0014193,high
ORD_0014194,low
ORD_0014195,high
ORD_0014196,high
ORD_0014197,high
ORD_0014198,medium
ORD_0014199,high
ORD_0014200,low
ORD_0014201,low
ORD_0014202,low
ORD_0014203,low
ORD_0014204,medium
ORD_0014205,low
ORD_0014206,high
ORD_0014207,low
ORD_0014208,low
ORD_0014209,low
ORD_0014210,low
ORD_0014211,high
ORD_0014212,low
ORD_0014213,high
ORD_0014214,high
ORD_0014215,low
ORD_0014216,low
ORD_0014217,medium
ORD_0014218,medium
ORD_0014219,low
ORD_0014220,low
ORD_0014221,high
ORD_0014222,low
ORD_0014223,medium
ORD_0014224,medium
ORD_0014225,low
ORD_0014226,low
ORD_0014227,medium
ORD_0014228,high
ORD_0014229,low
ORD_0014230,low
ORD_0014231,medium
ORD_0014232,low
ORD_0014233,low
ORD_0014234,high
ORD_0014235,low
ORD_0014236,low
ORD_0014237,low
ORD_0014238,medium
ORD_0014239,high
ORD_0014240,medium
ORD_0014241,low
ORD_0014242,low
ORD_0014243,low
ORD_0014244,low
ORD_0014245,low
ORD_0014246,medium
ORD_0014247,medium
ORD_0014248,medium
ORD_0014249,medium
ORD_0014250,low
ORD_0014251,low
ORD_0014252,low
ORD_0014253,medium
ORD_0014254,low
ORD_0014255,low
ORD_0014256,medium
ORD_0014257,low
ORD_0014258,high
ORD_0014259,low
ORD_0014260,medium
ORD_0014261,high
ORD_0014262,medium
ORD_0014263,medium
ORD_0014264,low
ORD_0014265,medium
ORD_0014266,low
ORD_0014267,high
ORD_0014268,medium
ORD_0014269,low
ORD_0014270,low
ORD_0014271,high
ORD_0014272,low
ORD_0014273,low
ORD_0014274,high
ORD_0014275,low
ORD_0014276,medium
ORD_0014277,medium
ORD_0014278,low
ORD_0014279,low
ORD_0014280,medium
ORD_0014281,low
ORD_0014282,medium
ORD_0014283,low
ORD_0014284,low
ORD_0014285,high
ORD_0014286,low
ORD_0014287,high
ORD_0014288,medium
ORD_0014289,medium
ORD_0014290,medium
ORD_0014291,low
ORD_0014292,high
ORD_0014293,high
ORD_0014294,low
ORD_0014295,medium
ORD_0014296,medium
ORD_0014297,low
ORD_0014298,low
ORD_0014299,medium
ORD_0014300,medium
ORD_0014301,medium
ORD_0014302,high
ORD_0014303,low
ORD_0014304,medium
ORD_0014305,low
ORD_0014306,medium
ORD_0014307,medium
ORD_0014308,medium
ORD_0014309,low
ORD_0014310,low
ORD_0014311,low
ORD_0014312,low
ORD_0014313,low
ORD_0014314,low
ORD_0014315,low
ORD_0014316,low
ORD_0014317,low
ORD_0014318,medium
ORD_0014319,low
ORD_0014320,high
ORD_0014321,low
ORD_0014322,high
ORD_0014323,medium
ORD_0014324,high
ORD_0014325,low
ORD_0014326,low
ORD_0014327,medium
ORD_0014328,low
ORD_0014329,medium
ORD_0014330,low
ORD_0014331,high
ORD_0014332,low
ORD_0014333,medium
ORD_0014334,low
ORD_0014335,low
ORD_0014336,high
ORD_0014337,low
ORD_0014338,low
ORD_0014339,medium
ORD_0014340,medium
ORD_0014341,medium
ORD_0014342,low
ORD_0014343,low
ORD_0014344,low
ORD_0014345,low
ORD_0014346,low
ORD_0014347,low
ORD_0014348,low
ORD_0014349,low
ORD_0014350,medium
ORD_0014351,low
ORD_0014352,low
ORD_0014353,low
ORD_0014354,medium
ORD_0014355,medium
ORD_0014356,medium
ORD_0014357,medium
ORD_0014358,high
ORD_0014359,low
ORD_0014360,low
ORD_0014361,medium
ORD_0014362,low
ORD_0014363,low
ORD_0014364,low
ORD_0014365,low
ORD_0014366,low
ORD_0014367,medium
ORD_0014368,low
ORD_0014369,medium
ORD_0014370,high
ORD_0014371,high
ORD_0014372,low
ORD_0014373,medium
ORD_0014374,high
ORD_0014375,low
ORD_0014376,low
ORD_0014377,high
ORD_0014378,medium
ORD_0014379,medium
ORD_0014380,low
ORD_0014381,medium
ORD_0014382,low
ORD_0014383,low
ORD_0014384,medium
ORD_0014385,high
ORD_0014386,high
ORD_0014387,medium
ORD_0014388,medium
ORD_0014389,medium
ORD_0014390,medium
ORD_0014391,low
ORD_0014392,low
ORD_0014393,low
ORD_0014394,high
ORD_0014395,medium
ORD_0014396,medium
ORD_0014397,low
ORD_0014398,low
ORD_0014399,low
ORD_0014400,low
ORD_0014401,medium
ORD_0014402,low
ORD_0014403,low
ORD_0014404,low
ORD_0014405,low
ORD_0014406,low
ORD_0014407,medium
ORD_0014408,medium
ORD_0014409,low
ORD_0014410,low
ORD_0014411,high
ORD_0014412,high
ORD_0014413,high
ORD_0014414,high
ORD_0014415,medium
ORD_0014416,low
ORD_0014417,high
ORD_0014418,medium
ORD_0014419,high
ORD_0014420,high
ORD_0014421,low
ORD_0014422,low
ORD_0014423,low
ORD_0014424,high
ORD_0014425,low
ORD_0014426,high
ORD_0014427,low
ORD_0014428,low
ORD_0014429,high
ORD_0014430,low
ORD_0014431,low
ORD_0014432,low
ORD_0014433,medium
ORD_0014434,low
ORD_0014435,medium
ORD_0014436,medium
ORD_0014437,low
ORD_0014438,low
ORD_0014439,medium
ORD_0014440,low
ORD_0014441,high
ORD_0014442,medium
ORD_0014443,low
ORD_0014444,low
ORD_0014445,low
ORD_0014446,low
ORD_0014447,low
ORD_0014448,medium
ORD_0014449,low
ORD_0014450,low
ORD_0014451,low
ORD_0014452,medium
ORD_0014453,medium
ORD_0014454,medium
ORD_0014455,high
ORD_0014456,high
ORD_0014457,high
ORD_0014458,medium
ORD_0014459,high
ORD_0014460,medium
ORD_0014461,high
ORD_0014462,high
ORD_0014463,medium
ORD_0014464,low
ORD_0014465,high
ORD_0014466,low
ORD_0014467,medium
ORD_0014468,medium
ORD_0014469,medium
ORD_0014470,medium
ORD_0014471,low
ORD_0014472,medium
ORD_0014473,low
ORD_0014474,high
ORD_0014475,low
ORD_0014476,high
ORD_0014477,low
ORD_0014478,medium
ORD_0014479,low
ORD_0014480,high
ORD_0014481,medium
ORD_0014482,low
ORD_0014483,high
ORD_0014484,low
ORD_0014485,low
ORD_0014486,low
ORD_0014487,low
ORD_0014488,medium
ORD_0014489,high
ORD_0014490,low
ORD_0014491,low
ORD_0014492,low
ORD_0014493,low
ORD_0014494,low
ORD_0014495,low
ORD_0014496,low
ORD_0014497,low
ORD_0014498,low
ORD_0014499,low
ORD_0014500,low
ORD_0014501,high
ORD_0014502,high
ORD_0014503,low
ORD_0014504,medium
ORD_0014505,medium
ORD_0014506,low
ORD_0014507,high
ORD_0014508,low
ORD_0014509,low
ORD_0014510,low
ORD_0014511,low
ORD_0014512,medium
ORD_0014513,low
ORD_0014514,medium
ORD_0014515,low
ORD_0014516,high
ORD_0014517,medium
ORD_0014518,low
ORD_0014519,low
ORD_0014520,low
ORD_0014521,low
ORD_0014522,low
ORD_0014523,low
ORD_0014524,high
ORD_0014525,low
ORD_0014526,high
ORD_0014527,high
ORD_0014528,low
ORD_0014529,high
ORD_0014530,medium
ORD_0014531,medium
ORD_0014532,medium
ORD_0014533,low
ORD_0014534,low
ORD_0014535,low
ORD_0014536,low
ORD_0014537,low
ORD_0014538,medium
ORD_0014539,low
ORD_0014540,low
ORD_0014541,low
ORD_0014542,low
ORD_0014543,low
ORD_0014544,low
ORD_0014545,low
ORD_0014546,low
ORD_0014547,high
ORD_0014548,low
ORD_0014549,low
ORD_0014550,medium
ORD_0014551,low
ORD_0014552,low
ORD_0014553,high
ORD_0014554,low
ORD_0014555,high
ORD_0014556,low
ORD_0014557,medium
ORD_0014558,low
ORD_0014559,low
ORD_0014560,high
ORD_0014561,high
ORD_0014562,high
ORD_0014563,low
ORD_0014564,low
ORD_0014565,medium
ORD_0014566,high
ORD_0014567,high
ORD_0014568,low
ORD_0014569,medium
ORD_0014570,medium
ORD_0014571,medium
ORD_0014572,medium
ORD_0014573,low
ORD_0014574,low
ORD_0014575,high
ORD_0014576,high
ORD_0014577,low
ORD_0014578,low
ORD_0014579,low
ORD_0014580,medium
ORD_0014581,high
ORD_0014582,low
ORD_0014583,high
ORD_0014584,high
ORD_0014585,low
ORD_0014586,high
ORD_0014587,medium
ORD_0014588,medium
ORD_0014589,low
ORD_0014590,low
ORD_0014591,high
ORD_0014592,medium
ORD_0014593,high
ORD_0014594,medium
ORD_0014595,high
ORD_0014596,high
ORD_0014597,low
ORD_0014598,medium
ORD_0014599,low
ORD_0014600,low
ORD_0014601,medium
ORD_0014602,medium
ORD_0014603,medium
ORD_0014604,high
ORD_0014605,low
ORD_0014606,high
ORD_0014607,low
ORD_0014608,low
ORD_0014609,medium
ORD_0014610,low
ORD_0014611,high
ORD_0014612,low
ORD_0014613,medium
ORD_0014614,medium
ORD_0014615,high
ORD_0014616,medium
ORD_0014617,medium
ORD_0014618,low
ORD_0014619,low
ORD_0014620,low
ORD_0014621,medium
ORD_0014622,low
ORD_0014623,low
ORD_0014624,low
ORD_0014625,high
ORD_0014626,low
ORD_0014627,medium
ORD_0014628,high
ORD_0014629,low
ORD_0014630,medium
ORD_0014631,medium
ORD_0014632,low
ORD_0014633,low
ORD_0014634,medium
ORD_0014635,high
ORD_0014636,high
ORD_0014637,medium
ORD_0014638,high
ORD_0014639,low
ORD_0014640,medium
ORD_0014641,medium
ORD_0014642,low
ORD_0014643,low
ORD_0014644,low
ORD_0014645,medium
ORD_0014646,high
ORD_0014647,medium
ORD_0014648,medium
ORD_0014649,high
ORD_0014650,medium
ORD_0014651,low
ORD_0014652,low
ORD_0014653,high
ORD_0014654,high
ORD_0014655,low
ORD_0014656,low
ORD_0014657,high
ORD_0014658,low
ORD_0014659,low
ORD_0014660,low
ORD_0014661,low
ORD_0014662,low
ORD_0014663,low
ORD_0014664,high
ORD_0014665,medium
ORD_0014666,low
ORD_0014667,low
ORD_0014668,low
ORD_0014669,low
ORD_0014670,high
ORD_0014671,low
ORD_0014672,medium
ORD_0014673,low
ORD_0014674,low
ORD_0014675,low
ORD_0014676,medium
ORD_0014677,low
ORD_0014678,medium
ORD_0014679,medium
ORD_0014680,high
ORD_0014681,high
ORD_0014682,high
ORD_0014683,medium
ORD_0014684,medium
