sku_id,unit_cost,annual_demand,weight_kg,volume_cu_m,handling_type,annual_consumption_value,abc_class
SKU_00656,145.47,9210,5.04,0.075,fragile,1339778.7,C
SKU_00060,197.4,6740,2.33,0.166,fragile,1330476.0,C
SKU_00030,305.73,4332,9.59,0.181,hazardous,1324422.36,C
SKU_00013,110.11,12018,4.32,0.116,normal,1323301.98,C
SKU_00057,102.01,12751,8.99,0.176,hazardous,1300729.51,C
SKU_00311,43.84,29341,17.64,0.102,hazardous,1286309.4400000002,C
SKU_00090,64.2,19995,18.61,0.034,fragile,1283679.0,C
SKU_00433,55.06,23216,2.91,0.124,normal,1278272.96,C
SKU_00387,92.83,13647,16.51,0.104,fragile,1266851.01,C
SKU_00827,176.74,7152,14.81,0.141,hazardous,1264044.48,C
SKU_00077,41.65,30069,10.69,0.129,hazardous,1252373.8499999999,C
SKU_00374,40.24,30807,29.02,0.066,normal,1239673.6800000002,C
SKU_00334,27.77,44513,27.69,0.176,fragile,1236126.01,C
SKU_00281,172.31,7159,22.4,0.19,normal,1233567.29,C
SKU_00503,407.83,3020,24.21,0.082,fragile,1231646.5999999999,C
SKU_00613,45.47,27028,7.95,0.151,fragile,1228963.16,C
SKU_00599,25.23,48503,13.99,0.136,fragile,1223730.69,C
SKU_00199,391.04,3120,16.78,0.03,normal,1220044.8,C
SKU_00331,380.13,3193,6.83,0.143,normal,1213755.09,C
SKU_00335,25.16,47951,14.21,0.162,fragile,1206447.16,C
SKU_00299,47.25,25438,5.43,0.011,hazardous,1201945.5,C
SKU_00916,150.76,7943,1.11,0.105,fragile,1197486.68,C
SKU_00239,92.67,12813,16.21,0.079,normal,1187380.71,C
SKU_00318,82.44,14388,11.37,0.124,hazardous,1186146.72,C
SKU_00959,370.33,3183,17.2,0.198,normal,1178760.39,C
SKU_00889,125.37,9260,9.25,0.124,normal,1160926.2,C
SKU_00792,255.41,4531,16.39,0.173,hazardous,1157262.71,C
SKU_00291,23.49,49246,1.97,0.037,hazardous,1156788.54,C
SKU_00428,178.7,6468,11.98,0.187,hazardous,1155831.5999999999,C
SKU_00056,48.8,23610,18.62,0.11,hazardous,1152168.0,C
SKU_00922,447.8,2572,26.02,0.024,normal,1151741.6,C
SKU_00854,106.54,10717,6.7,0.178,fragile,1141789.1800000002,C
SKU_00603,48.91,23140,5.2,0.123,hazardous,1131777.4,C
SKU_00058,27.39,41098,12.97,0.135,hazardous,1125674.22,C
SKU_00782,129.64,8334,7.48,0.094,normal,1080419.7599999998,C
SKU_00285,22.79,47395,15.66,0.156,hazardous,1080132.05,C
SKU_00592,95.03,10931,26.07,0.1,hazardous,1038772.93,C
SKU_00593,176.11,5824,2.03,0.187,normal,1025664.6400000001,C
SKU_00292,412.19,2453,24.06,0.021,hazardous,1011102.07,C
SKU_00031,89.41,11222,28.59,0.054,normal,1003359.02,C
SKU_00392,189.15,5209,4.31,0.127,normal,985282.35,C
SKU_00773,201.66,4860,18.25,0.136,hazardous,980067.6,C
SKU_00201,46.65,20520,1.71,0.046,fragile,957258.0,C
SKU_00995,50.33,18980,16.61,0.01,fragile,955263.4,C
SKU_00096,263.75,3530,1.37,0.108,fragile,931037.5,C
SKU_00616,35.23,26255,29.52,0.041,fragile,924963.6499999999,C
SKU_00883,56.53,16114,3.22,0.016,normal,910924.42,C
SKU_00021,74.05,12282,17.23,0.138,fragile,909482.1,C
SKU_00764,21.6,42086,3.99,0.103,fragile,909057.6000000001,C
SKU_00760,80.08,11307,11.92,0.183,normal,905464.5599999999,C
SKU_00812,66.71,13567,18.01,0.035,hazardous,905054.57,C
SKU_00117,97.35,9255,2.38,0.173,hazardous,900974.25,C
SKU_00009,355.5,2521,18.88,0.195,normal,896215.5,C
SKU_00351,428.96,2080,18.63,0.079,fragile,892236.7999999999,C
SKU_00071,103.36,8602,19.71,0.135,hazardous,889102.72,C
SKU_00844,78.59,11230,29.88,0.139,normal,882565.7000000001,C
SKU_00168,25.18,34801,3.84,0.05,hazardous,876289.1799999999,C
SKU_00079,62.36,14019,14.5,0.156,hazardous,874224.84,C
SKU_00874,17.57,49734,10.32,0.005,fragile,873826.38,C
SKU_00121,448.57,1928,23.46,0.028,hazardous,864842.96,C
SKU_00449,46.33,18540,15.26,0.11,normal,858958.2,C
SKU_00974,20.44,41423,26.28,0.059,normal,846686.12,C
SKU_00237,17.04,49238,20.67,0.059,fragile,839015.5199999999,C
SKU_00379,144.52,5755,2.76,0.195,hazardous,831712.6000000001,C
SKU_00514,27.38,30127,29.75,0.158,fragile,824877.26,C
SKU_00728,104.81,7861,11.85,0.172,hazardous,823911.41,C
SKU_00042,22.02,37365,28.1,0.115,normal,822777.2999999999,C
SKU_00928,318.57,2575,13.95,0.181,hazardous,820317.75,C
SKU_00833,92.31,8736,18.21,0.138,fragile,806420.16,C
SKU_00354,39.93,19540,9.52,0.187,normal,780232.2,C
SKU_00440,46.99,16469,26.92,0.178,fragile,773878.31,C
SKU_00491,311.97,2456,7.41,0.128,fragile,766198.3200000001,C
SKU_00190,51.09,14763,20.18,0.17,normal,754241.67,C
SKU_00940,140.66,5349,21.68,0.027,normal,752390.34,C
SKU_00988,126.97,5882,14.33,0.141,hazardous,746837.54,C
SKU_00220,330.52,2239,2.9,0.119,normal,740034.2799999999,C
SKU_00019,149.16,4906,6.79,0.109,normal,731778.96,C
SKU_00846,47.25,15322,0.19,0.124,fragile,723964.5,C
SKU_00926,138.0,5151,19.15,0.084,hazardous,710838.0,C
SKU_00487,144.08,4880,7.7,0.008,normal,703110.4,C
SKU_00664,55.38,12695,21.58,0.105,fragile,703049.1,C
SKU_00273,457.05,1535,14.65,0.151,fragile,701571.75,C
SKU_00492,142.3,4890,3.48,0.167,hazardous,695847.0,C
SKU_00619,375.39,1842,26.76,0.107,fragile,691468.38,C
SKU_00101,320.02,2150,8.05,0.1,hazardous,688043.0,C
SKU_00001,475.6,1441,4.94,0.13,normal,685339.6,C
SKU_00706,164.57,4133,24.26,0.106,fragile,680167.8099999999,C
SKU_00029,27.99,24170,24.9,0.067,hazardous,676518.2999999999,C
SKU_00300,30.58,21830,20.61,0.029,fragile,667561.3999999999,C
SKU_00606,107.14,6199,23.69,0.082,hazardous,664160.86,C
SKU_00957,28.25,23297,16.99,0.115,hazardous,658140.25,C
SKU_00231,253.81,2569,26.41,0.155,hazardous,652037.89,C
SKU_00377,16.52,38927,21.63,0.003,fragile,643074.04,C
SKU_00436,41.02,15625,8.37,0.133,normal,640937.5,C
SKU_00476,41.53,15413,11.43,0.051,hazardous,640101.89,C
SKU_00598,100.18,6376,27.33,0.153,hazardous,638747.68,C
SKU_00936,14.1,45213,12.1,0.194,hazardous,637503.2999999999,C
SKU_00010,15.19,39987,20.26,0.011,hazardous,607402.53,C
SKU_00628,23.16,25992,18.71,0.057,fragile,601974.72,C
SKU_00741,154.18,3826,23.77,0.166,hazardous,589892.68,C
SKU_00211,347.49,1691,14.7,0.169,hazardous,587605.59,C
SKU_00901,18.13,32010,14.4,0.143,normal,580341.2999999999,C
SKU_00481,349.4,1660,3.41,0.042,normal,580004.0,C
SKU_00472,26.36,21388,2.88,0.057,fragile,563787.6799999999,C
SKU_00032,37.2,15123,24.77,0.145,normal,562575.6000000001,C
SKU_00008,302.55,1850,16.24,0.148,hazardous,559717.5,C
SKU_00486,27.5,20122,9.49,0.172,hazardous,553355.0,C
SKU_00938,63.29,8633,26.47,0.149,hazardous,546382.57,C
SKU_00312,17.55,30778,20.96,0.078,fragile,540153.9,C
SKU_00586,42.55,12688,7.64,0.066,fragile,539874.3999999999,C
SKU_00189,124.72,4233,29.77,0.084,fragile,527939.76,C
SKU_00518,493.7,1056,26.0,0.165,normal,521347.2,C
SKU_00580,232.27,2213,8.63,0.151,hazardous,514013.51,C
SKU_00724,289.36,1767,26.7,0.084,fragile,511299.12,C
SKU_00977,30.46,16769,3.98,0.189,fragile,510783.74,C
SKU_00323,143.57,3442,21.21,0.142,normal,494167.94,C
SKU_00005,82.22,5995,11.79,0.08,normal,492908.89999999997,C
SKU_00370,54.89,8882,5.82,0.156,hazardous,487532.98,C
SKU_00264,439.3,1107,11.69,0.068,normal,486305.10000000003,C
SKU_00439,45.27,10461,5.96,0.066,normal,473569.47000000003,C
SKU_00983,42.19,11123,29.98,0.155,hazardous,469279.37,C
SKU_00244,12.65,36609,0.43,0.073,normal,463103.85000000003,C
SKU_00458,32.87,13729,25.72,0.072,normal,451272.23,C
SKU_00640,14.94,29956,13.21,0.047,normal,447542.64,C
SKU_00497,43.48,10281,22.22,0.084,hazardous,447017.87999999995,C
SKU_00668,97.35,4570,0.16,0.004,fragile,444889.5,C
SKU_00871,139.02,3140,2.79,0.042,fragile,436522.80000000005,C
SKU_00407,10.36,41788,26.18,0.075,normal,432923.68,C
SKU_00257,349.53,1236,4.22,0.152,hazardous,432019.07999999996,C
SKU_00236,143.98,2908,18.49,0.01,normal,418693.83999999997,C
SKU_00006,33.75,12354,15.08,0.186,normal,416947.5,C
SKU_00100,20.56,20244,15.03,0.186,fragile,416216.63999999996,C
SKU_00701,30.65,13480,16.02,0.11,hazardous,413162.0,C
SKU_00646,298.83,1339,8.61,0.122,hazardous,400133.37,C
SKU_00068,41.9,9423,7.06,0.121,fragile,394823.7,C
SKU_00448,191.25,2025,5.15,0.047,hazardous,387281.25,C
SKU_00470,11.02,33762,3.98,0.077,hazardous,372057.24,C
SKU_00126,409.92,906,6.89,0.023,hazardous,371387.52,C
SKU_00164,49.69,7387,28.8,0.036,normal,367060.02999999997,C
SKU_00850,38.2,9535,9.43,0.07,hazardous,364237.0,C
SKU_00347,27.43,12957,8.12,0.05,hazardous,355410.51,C
SKU_00368,101.92,3480,4.43,0.147,fragile,354681.60000000003,C
SKU_00369,39.33,8811,21.78,0.024,hazardous,346536.63,C
SKU_00145,23.26,14299,28.28,0.193,normal,332594.74000000005,C
SKU_00563,12.2,27016,1.48,0.083,normal,329595.19999999995,C
SKU_00898,11.44,28582,3.48,0.089,normal,326978.07999999996,C
SKU_00930,73.98,4355,9.17,0.164,hazardous,322182.9,C
SKU_00952,91.81,3474,28.22,0.051,fragile,318947.94,C
SKU_00356,18.12,17275,2.68,0.176,fragile,313023.0,C
SKU_00726,74.19,4214,11.16,0.165,hazardous,312636.66,C
SKU_00576,77.8,3914,29.67,0.15,normal,304509.2,C
SKU_00794,13.96,21727,17.53,0.185,fragile,303308.92000000004,C
SKU_00424,33.49,9005,11.78,0.075,hazardous,301577.45,C
SKU_00704,36.37,8225,12.04,0.15,normal,299143.25,C
SKU_00736,199.26,1467,10.26,0.02,hazardous,292314.42,C
SKU_00982,57.77,4995,19.07,0.002,fragile,288561.15,C
SKU_00878,18.41,15096,28.12,0.061,fragile,277917.36,C
SKU_00500,350.59,761,13.12,0.12,fragile,266798.99,C
SKU_00128,8.44,29857,13.57,0.1,hazardous,251993.08,C
SKU_00840,11.48,21775,18.1,0.177,fragile,249977.0,C
SKU_00626,233.95,1068,13.57,0.13,hazardous,249858.59999999998,C
SKU_00371,14.02,17534,10.21,0.157,normal,245826.68,C
SKU_00171,13.21,17774,14.63,0.001,normal,234794.54,C
SKU_00290,20.1,11483,11.21,0.033,normal,230808.30000000002,C
SKU_00856,23.09,9952,22.9,0.111,fragile,229791.68,C
SKU_00655,68.15,3349,27.89,0.169,fragile,228234.35,C
SKU_00557,19.25,11661,19.09,0.173,fragile,224474.25,C
SKU_00148,30.48,7314,12.42,0.155,fragile,222930.72,C
SKU_00382,316.33,626,29.42,0.196,fragile,198022.58,C
SKU_00559,312.05,625,6.63,0.158,hazardous,195031.25,C
SKU_00098,17.58,10916,8.05,0.138,normal,191903.27999999997,C
SKU_00465,190.56,999,21.78,0.12,hazardous,190369.44,C
SKU_00665,80.67,2069,28.63,0.071,fragile,166906.23,C
SKU_00821,7.29,20929,1.13,0.167,normal,152572.41,C
SKU_00610,24.46,6216,7.1,0.176,fragile,152043.36000000002,C
SKU_00332,12.12,11822,4.03,0.191,normal,143282.63999999998,C
SKU_00630,358.11,381,13.48,0.009,fragile,136439.91,C
SKU_00515,18.05,7105,2.27,0.189,normal,128245.25,C
SKU_00149,142.93,826,16.53,0.063,fragile,118060.18000000001,C
SKU_00868,431.58,245,29.72,0.024,normal,105737.09999999999,C
SKU_00044,133.1,714,8.4,0.077,hazardous,95033.4,C
SKU_00205,9.55,9616,16.23,0.086,hazardous,91832.8,C
SKU_00772,68.11,1277,2.74,0.147,normal,86976.47,C
SKU_00621,108.63,719,1.29,0.164,normal,78104.97,C
SKU_00634,58.05,1158,25.64,0.17,hazardous,67221.9,C
SKU_00925,16.12,3813,16.68,0.14,normal,61465.560000000005,C
SKU_00955,194.65,307,24.82,0.068,normal,59757.55,C
SKU_00687,143.59,402,26.65,0.118,hazardous,57723.18,C
SKU_00649,251.73,225,26.41,0.075,hazardous,56639.25,C
SKU_00882,14.76,2952,21.03,0.156,fragile,43571.52,C
SKU_00718,66.53,588,6.87,0.155,normal,39119.64,C
SKU_00442,190.26,205,13.48,0.162,fragile,39003.299999999996,C
SKU_00456,10.62,3489,23.98,0.182,hazardous,37053.18,C
SKU_00004,82.23,438,17.04,0.008,normal,36016.740000000005,C
SKU_00208,7.51,2496,20.59,0.03,normal,18744.96,C
SKU_00945,10.44,761,23.51,0.082,hazardous,7944.839999999999,C
SKU_00072,7.73,645,25.46,0.117,fragile,4985.85,C
